ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-172-1,enap1235,Panare,1852,tuwəʔnaamak,Phonemic,often,,,,
14-280-172-1,enap1235,Panare,1928,-ɨpɨnka-,Phonemic,"cease, stop",,,,
14-280-172-3,enap1235,Panare,1928,-os-awaama-,Phonemic,"cease, stop",,,,
14-270-172-1,enap1235,Panare,1766,-ɨmɨnka-,Phonemic,finish,,,,
14-260-172-1,enap1235,Panare,743,-iriʔma-,Phonemic,end (temporal),,,,
14-252-172-1,enap1235,Panare,1186,arikɨʔka,Phonemic,"last, endure",,Lit. not finish.,,
14-250-172-1,enap1235,Panare,1806,-iʔyahtə-,Phonemic,"begin, beginning",,Respectively: verbal; noun.,,
14-250-172-3,enap1235,Panare,1806,iʔyahtətoʔ,Phonemic,"begin, beginning",,Respectively: verbal; noun.,,
14-240-172-1,enap1235,Panare,425,-urupa-(-mɨ)(-mi),Phonemic,"retard, delay",,,,
14-230-172-1,enap1235,Panare,754,peʔɲe (+ verb),Phonemic,"hasten, hurry",,,,
14-220-172-1,enap1235,Panare,701,tamai-pe,Phonemic,slow,,,,
14-210-172-1,enap1235,Panare,1631,peʔɲe,Phonemic,"swift, fast, quick",,,,
14-190-172-1,enap1235,Panare,1963,amenkən sa putuk,Phonemic,immediately,,,,
14-180-172-1,enap1235,Panare,1376,amenkən,Phonemic,now,,,,
14-150-172-1,enap1235,Panare,1229,yuwačon-pe,Phonemic,old,,,,
14-140-172-1,enap1235,Panare,1207,pih-pe,Phonemic,young,,Actually pik + pe.,,
14-130-172-1,enap1235,Panare,1231,pik,Phonemic,new,,"Means 'just bought'. The suffix -se can be used with any verb to mean it is just...woven, built, etc.",,
14-130-172-3,enap1235,Panare,1231,y-an-se,Phonemic,new,,"Means 'just bought'. The suffix -se can be used with any verb to mean it is just...woven, built, etc.",,
13-440-172-1,enap1235,Panare,417,asonwo pək,Phonemic,three times,,,,
13-420-172-1,enap1235,Panare,1859,ty-asonwa-n,Phonemic,third,,,,
13-380-172-1,enap1235,Panare,1546,asak kiɲo pək,Phonemic,two times,,,,
13-370-172-1,enap1235,Panare,1888,asaʔnən,Phonemic,pair,,Means 'both'.,,
13-360-172-1,enap1235,Panare,1384,ty-asaʔna-n,Phonemic,second,,,,
13-350-172-1,enap1235,Panare,1529,kiɲə,Phonemic,last,,,,
13-340-172-1,enap1235,Panare,728,paken,Phonemic,first,,,,
13-330-172-1,enap1235,Panare,1580,-nkən,Phonemic,"alone, only",,"For example, yu-nkən, 'only me'.",,
13-240-172-1,enap1235,Panare,816,t-usu-kɨtə,Phonemic,half,,,,
13-230-172-1,enap1235,Panare,779,iʔyahpə,Phonemic,"part, piece",,Morphophonemic alternants. piyahpə is a form used when preceded by object. Cf. 'divide' 12.232.,,
13-220-172-1,enap1235,Panare,1624,ataarɨʔka,Phonemic,empty,,"Means nothing in it. Also tatopa pɨ, empty house.",,
13-210-172-1,enap1235,Panare,1429,tuke,Phonemic,full,,,,
13-190-172-1,enap1235,Panare,2023,kure eʔɲapa,Phonemic,"multitude, crowd",,Lit. 'many Panare/people'.,,
13-181-172-1,enap1235,Panare,1241,kura pɨkapɨ,Phonemic,some,,"A little, a few. Also can be expressed by a verbal affix, an-ankə, 'take some ...'.",,
13-170-172-1,enap1235,Panare,1242,kure ehke ča,Phonemic,"little (quantity), few",,,,
13-180-172-1,enap1235,Panare,1881,čanko,Phonemic,enough,,,,
13-180-172-3,enap1235,Panare,1881,mainči,Phonemic,enough,,,,
13-160-172-1,enap1235,Panare,1992,-yimityaka,Phonemic,more,,,,
13-150-172-1,enap1235,Panare,1198,kure,Phonemic,"much, many",,,,
13-140-172-1,enap1235,Panare,98,atawən,Phonemic,"every, all",,,,
13-107-172-1,enap1235,Panare,1420,yuʔ(-ku),Phonemic,count,,,,
13-106-172-1,enap1235,Panare,1843,[mil] pe,Phonemic,thousand,,From Span. 'mil'.,,
