ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-310-198-1,prus1238,Old Prussian,1676,ainat,StandardOrth,always,,,,
14-260-198-1,prus1238,Old Prussian,743,vangan,StandardOrth,end (temporal),,"Phonemicization, acc. sg. based on orthographic wangan in the Third Catechism.",,
14-252-198-1,prus1238,Old Prussian,1186,vérauya,StandardOrth,"last, endure",,Phonemicization based on orthographic wēraui in the Third Catechism.,,
14-210-198-1,prus1238,Old Prussian,1631,entikrikai,StandardOrth,"swift, fast, quick",,Phonemicization based on orthographic entickrikai in the Third Catechism.,,
14-180-198-1,prus1238,Old Prussian,1376,teinū,StandardOrth,now,,,,
14-160-198-1,prus1238,Old Prussian,672,ankstainai,StandardOrth,early,,Phonemicization based on orthographic angstainai in the Third Catechism.,,
14-150-198-1,prus1238,Old Prussian,1229,vār[a]s,StandardOrth,old,,Phonemicization based on orthographic urs in the Third Catechism.,,
14-140-198-1,prus1238,Old Prussian,1207,maldans,StandardOrth,young,,Acc. pl. masc.,,
14-130-198-1,prus1238,Old Prussian,1231,nauns,StandardOrth,new,,,,
14-110-198-1,prus1238,Old Prussian,892,kīsman,StandardOrth,time,,"Respectively: acc. sg. neut.; phonemicization, acc. sg., based on orthographic kērdan in the Third Catechism.",,
14-110-198-3,prus1238,Old Prussian,892,kérdan,StandardOrth,time,,"Respectively: acc. sg. neut.; phonemicization, acc. sg., based on orthographic kērdan in the Third Catechism.",,
13-420-198-1,prus1238,Old Prussian,1859,tírt[a]s,StandardOrth,third,,Phonemicization based on orthographic tīrts in the Third Catechism.,,
13-360-198-1,prus1238,Old Prussian,1384,antras,StandardOrth,second,,Phonemicization based on orthographic antars in the Third Catechism.,,
13-350-198-1,prus1238,Old Prussian,1529,pansdaumanin,StandardOrth,last,,Phonemicization based on orthographic pansdaumannien acc. sg. masc. in the Third Catechism.,,
13-340-198-1,prus1238,Old Prussian,728,pirmas,StandardOrth,first,,,,
13-240-198-1,prus1238,Old Prussian,816,pausan,StandardOrth,half,,Acc. sg. masc.,,
13-210-198-1,prus1238,Old Prussian,1429,pilnan,StandardOrth,full,,Acc. sg. fem.,,
13-180-198-1,prus1238,Old Prussian,1881,zuit,StandardOrth,enough,,,,
13-160-198-1,prus1238,Old Prussian,1992,tūl[i]s (?),StandardOrth,more,,Phonemicization based on orthographic toūls in the Third Catechism.,,
13-150-198-1,prus1238,Old Prussian,1198,tūlan,StandardOrth,"much, many",,,,
13-140-198-1,prus1238,Old Prussian,98,erains,StandardOrth,"every, all",,,,
13-106-198-1,prus1238,Old Prussian,1843,tūsimtans,StandardOrth,thousand,,"Phonemicization based on orthographic tūsimtons, acc. pl., in the Third Catechism.",,
13-100-198-1,prus1238,Old Prussian,1515,desimt[i]s,StandardOrth,ten,,Phonemicization based on orthographic dessimpts in the Third Catechism.,,
13-20-198-1,prus1238,Old Prussian,1498,dvai,StandardOrth,two,,Phonemicization based on orthographic dwai in the Third Catechism.,,
13-10-198-1,prus1238,Old Prussian,1493,ains,StandardOrth,one,,,,
13-0-198-1,prus1238,Old Prussian,1294,niainunt[a]s,StandardOrth,"zero, nothing",,Phonemicization based on orthographic niaintonts in the Third Catechism.,,
12-930-198-1,prus1238,Old Prussian,1264,kitavidintun sin,StandardOrth,change,,Phonemicization based on orthographic kitawidintunsin in the Third Catechism.,,
12-920-198-1,prus1238,Old Prussian,1558,palīgun,StandardOrth,"like, similar",,Phonemicization based on orthographic pollīgun in the Third Catechism.,,
12-850-198-1,prus1238,Old Prussian,1667,dulzis,StandardOrth,hole,,Phonemicization based on orthographic dulsis in the Elbing Vocabulary. See Maziulis 1981: 311.,,
12-770-198-1,prus1238,Old Prussian,1367,skrīsin,StandardOrth,cross,,Phonemicization based on orthographic scrīsin in the Third Catechism.,,
12-760-198-1,prus1238,Old Prussian,192,lunkis,StandardOrth,corner,,,,
12-670-198-1,prus1238,Old Prussian,1593,gilin,StandardOrth,deep,,"Phonemicization based on orthographic gillin, acc. sg. fem. in the Third Catechism.",,
12-570-198-1,prus1238,Old Prussian,1203,ilga,StandardOrth,long,,Adverb.,,
12-560-198-1,prus1238,Old Prussian,1246,likuts,StandardOrth,"small, little",,,,
12-550-198-1,prus1238,Old Prussian,1202,debīkan,StandardOrth,"large, big",,Acc. sg.,,
12-350-198-1,prus1238,Old Prussian,742,vangan,StandardOrth,end,,Phonemicization based on orthographic wangan in the Third Catechism.,,
12-240-198-1,prus1238,Old Prussian,1156,atvér'a,StandardOrth,open,,Phonemicization based on orthographic etwēre 3 pres. 'opens' in the Third Catechism.,,
12-230-198-1,prus1238,Old Prussian,1359,sklaitint,StandardOrth,separate,,,,
12-220-198-1,prus1238,Old Prussian,1743,sanrists,StandardOrth,"join, unite",,"Phonemicization based on orthographic senrists, nom. sg. masc. past psv. participle 'joined' in the Third Catechism.",,
12-210-198-1,prus1238,Old Prussian,7,sanrénka,StandardOrth,"collect, gather",,Phonemicization based on orthographic senrīnka 3 pres. 'gathers' in the Third Catechism.,,
12-160-198-1,prus1238,Old Prussian,987,paláikt,StandardOrth,"remain, stay",,Phonemicization based on orthographic polāikt in the Third Catechism.,,
12-150-198-1,prus1238,Old Prussian,1442,stalēt,StandardOrth,stand,,Phonemicization based on orthographic stallit in the Third Catechism.,,
12-130-198-1,prus1238,Old Prussian,1416,sindan[t]s,StandardOrth,sit,,"Phonemicization, nom. sg. masc. pres. act. part. 'sitting' based on orthographic sindats, syndens in the First and Second Catechisms.",,
12-120-198-1,prus1238,Old Prussian,998,lazinā,StandardOrth,put,,"Phonemicization, 3 pret. based on orthographic lasinna in the Third Catechism.",,
12-80-198-1,prus1238,Old Prussian,1591,kirša[n],StandardOrth,"up, above",,"Phonemicization based on orthographic kirschan, kērschan in the Third Catechism.",,
12-80-198-3,prus1238,Old Prussian,1591,kérša[n],StandardOrth,"up, above",,"Phonemicization based on orthographic kirschan, kērschan in the Third Catechism.",,
12-70-198-1,prus1238,Old Prussian,1485,pā,StandardOrth,under,,Phonemicization based on orthographic pō in the Third Catechism.,,
12-50-198-1,prus1238,Old Prussian,1606,en,StandardOrth,"inside, in",,,,
12-40-198-1,prus1238,Old Prussian,1882,pirzdau,StandardOrth,before,,Phonemicization based on orthographic pirsdau in the Third Catechism.,,
12-30-198-1,prus1238,Old Prussian,2094,zemai,StandardOrth,"down, below",,Phonemicization based on orthographic semmai in the Third Catechism.,,
