ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-282-1,yami1256,Yaminahua,1852,ičapa aki,Phonemic,often,,,,
14-320-282-3,yami1256,Yaminahua,1852,kaya-kõi aki,Phonemic,often,,,,
14-310-282-1,yami1256,Yaminahua,1676,mɨ̃ṣ̌otaima,Phonemic,always,,,,
14-290-282-1,yami1256,Yaminahua,790,mã anaitia,Phonemic,ready,,,,
14-290-282-3,yami1256,Yaminahua,790,mã itipinĩ,Phonemic,ready,,,,
14-280-282-1,yami1256,Yaminahua,1928,nišpa-kĩ,Phonemic,"cease, stop",,"Respectively: quit, turn off; refers to rain, wind, blood ceasing; cut off—stop in the middle of doing something.",,
14-280-282-3,yami1256,Yaminahua,1928,nɨsɨ-kĩ,Phonemic,"cease, stop",,"Respectively: quit, turn off; refers to rain, wind, blood ceasing; cut off—stop in the middle of doing something.",,
14-280-282-5,yami1256,Yaminahua,1928,ṣ̌atɨ-kĩ,Phonemic,"cease, stop",,"Respectively: quit, turn off; refers to rain, wind, blood ceasing; cut off—stop in the middle of doing something.",,
14-270-282-1,yami1256,Yaminahua,1766,mito-kĩ,Phonemic,finish,,"Respectively: finish doing something; terminate, use up, run out of.",,
14-270-282-3,yami1256,Yaminahua,1766,kɨyo-kĩ,Phonemic,finish,,"Respectively: finish doing something; terminate, use up, run out of.",,
14-260-282-1,yami1256,Yaminahua,743,nãti,Phonemic,end (temporal),,Lit. 'nothing more'.,,
14-252-282-1,yami1256,Yaminahua,1186,mɨkɨšara-kĩ,Phonemic,"last, endure",,,,
14-250-282-1,yami1256,Yaminahua,1806,taɨ βa-kĩ,Phonemic,"begin, beginning",,,,
14-240-282-1,yami1256,Yaminahua,425,samara-kai,Phonemic,"retard, delay",,,,
14-230-282-1,yami1256,Yaminahua,754,koši koši,Phonemic,"hasten, hurry",,,,
14-220-282-1,yami1256,Yaminahua,701,βɨnãmãšta,Phonemic,slow,,,,
14-210-282-1,yami1256,Yaminahua,1631,koši,Phonemic,"swift, fast, quick",,,,
14-190-282-1,yami1256,Yaminahua,1963,iskaratĩa,Phonemic,immediately,,,,
14-180-282-1,yami1256,Yaminahua,1376,iskaratĩa,Phonemic,now,,,,
14-160-282-1,yami1256,Yaminahua,672,pɨna kaiyama,Phonemic,early,,,,
14-150-282-1,yami1256,Yaminahua,1229,ṣ̌ini,Phonemic,old,,"Also means 'age, sun, year'.",,
14-140-282-1,yami1256,Yaminahua,1207,pɨṣ̌ko,Phonemic,young,,"Respectively: young teen (also animals); young unmarried man; young unmarried woman. Also yomɨ 'baby, young'.",,
14-140-282-3,yami1256,Yaminahua,1207,naɨtapa,Phonemic,young,,"Respectively: young teen (also animals); young unmarried man; young unmarried woman. Also yomɨ 'baby, young'.",,
