ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-834-1,chon1284,Chong,1852,bɔ:j.A,phonetic,often,,< T,,
14-310-834-1,chon1284,Chong,1676,pəcam.A,phonetic,always,,< T,,
14-290-834-1,chon1284,Chong,790,phro:m.C,phonetic,ready,,< T,,
14-280-834-1,chon1284,Chong,1928,jut.A,phonetic,"cease, stop",,< T,,
14-270-834-1,chon1284,Chong,1766,thɔ:.C hə:j.A,phonetic,finish,,,,
14-260-834-1,chon1284,Chong,743,cɔp.A,phonetic,end (temporal),,< T,,
14-252-834-1,chon1284,Chong,1186,ʔɔt.A thon.A,phonetic,"last, endure",,< T,,
14-250-834-1,chon1284,Chong,1806,rə:m.C thɔ:.C the:w.A,phonetic,"begin, beginning",,< T +,,
14-240-834-1,chon1284,Chong,425,ŋiʔ.A jə:ŋ.C,phonetic,"retard, delay",,,,
14-230-834-1,chon1284,Chong,754,hɛ:k.A R?,phonetic,"hasten, hurry",,,,
14-220-834-1,chon1284,Chong,701,khəj.B V?,phonetic,slow,,,,
14-210-834-1,chon1284,Chong,1631,rew.C,phonetic,"swift, fast, quick",,< T,,
14-190-834-1,chon1284,Chong,1963,moj.C khian.C ʔan.A,phonetic,immediately,,,,
14-180-834-1,chon1284,Chong,1376,we:.C la:.C ʔan.A,phonetic,now,,< T +,,
14-170-834-1,chon1284,Chong,477,jə:ŋ.C,phonetic,late,,,,
14-160-834-1,chon1284,Chong,672,pha:ŋ.C,phonetic,early,,,,
14-150-834-1,chon1284,Chong,1229,chɨt.A,phonetic,old,,,,
14-140-834-1,chon1284,Chong,1207,kəmlɔh.A kəlɛ:ŋ.C,phonetic,young,,,,
14-120-834-1,chon1284,Chong,1789,ʔa:juʔ.A,phonetic,age,,< T,,
14-130-834-1,chon1284,Chong,1231,phla:.C,phonetic,new,,,,
14-110-834-1,chon1284,Chong,892,we:.C la:.C,phonetic,time,,< T,,
13-440-834-1,chon1284,Chong,417,phe:w.B dɔ:ŋ.A,phonetic,three times,,< KMR,,
13-420-834-1,chon1284,Chong,1859,ʔan.A dap.A thi:.C phe:w.B,phonetic,third,,< T +,,
13-380-834-1,chon1284,Chong,1546,pha:j.D dɔ:ŋ.A +KMR,phonetic,two times,,,,
13-370-834-1,chon1284,Chong,1888,khu:.C,phonetic,pair,,< T,,
13-360-834-1,chon1284,Chong,1384,ʔan.A dap.A pha:j.D,phonetic,second,,< T +,,
