ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-135-1,khan1273,Khanty,1852,wankutlɨ,Phonemic,often,,,,
14-310-135-1,khan1273,Khanty,1676,isa pur̃ayn,Phonemic,always,,First two forms mean 'always'; latter two forms mean 'forever'.,,
14-310-135-3,khan1273,Khanty,1676,kašiŋ pur̃ayn,Phonemic,always,,First two forms mean 'always'; latter two forms mean 'forever'.,,
14-310-135-5,khan1273,Khanty,1676,ipuša,Phonemic,always,,First two forms mean 'always'; latter two forms mean 'forever'.,,
14-310-135-7,khan1273,Khanty,1676,isat,Phonemic,always,,First two forms mean 'always'; latter two forms mean 'forever'.,,
14-290-135-1,khan1273,Khanty,790,yetšum,Phonemic,ready,,,,
14-280-135-1,khan1273,Khanty,1928,nux wulɨtɨ,Phonemic,"cease, stop",,,,
14-270-135-1,khan1273,Khanty,1766,yetšuptatɨ,Phonemic,finish,,,,
14-270-135-3,khan1273,Khanty,1766,xultuptatɨ,Phonemic,finish,,,,
14-260-135-1,khan1273,Khanty,743,yuwolaŋ,Phonemic,end (temporal),,,,
14-252-135-1,khan1273,Khanty,1186,muy wuš wəntɨ wəltɨ,Phonemic,"last, endure",,,,
14-250-135-1,khan1273,Khanty,1806,olaŋ,Phonemic,"begin, beginning",,,,
14-250-135-3,khan1273,Khanty,1806,olŋaltɨ,Phonemic,"begin, beginning",,,,
14-240-135-1,khan1273,Khanty,425,an ter̃malatɨ,Phonemic,"retard, delay",,,,
14-230-135-1,khan1273,Khanty,754,ter̃malatɨ,Phonemic,"hasten, hurry",,,,
14-220-135-1,khan1273,Khanty,701,ayilta,Phonemic,slow,,,,
14-210-135-1,khan1273,Khanty,1631,pastɨ ~ kar̃kam,Phonemic,"swift, fast, quick",,,,
14-190-135-1,khan1273,Khanty,1963,moxtɨ,Phonemic,immediately,,,,
14-180-135-1,khan1273,Khanty,1376,in ~ intam,Phonemic,now,,,,
14-180-135-3,khan1273,Khanty,1376,welʸsʸi,Phonemic,now,,,,
