ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-503-1,chir1284,Dargwa (Chirag dialect),1852,бгІяйкІай,CyrillTrans,often,,,bʕaˤykʼay,Phonemic
14-310-503-1,chir1284,Dargwa (Chirag dialect),1676,хІабан,CyrillTrans,always,,,ħaban,Phonemic
14-290-503-1,chir1284,Dargwa (Chirag dialect),790,гьадурзе,CyrillTrans,ready,,,hadurze,Phonemic
14-280-503-1,chir1284,Dargwa (Chirag dialect),1928,буци,CyrillTrans,"cease, stop",,,buci,Phonemic
14-270-503-1,chir1284,Dargwa (Chirag dialect),1766,таманбаркьи,CyrillTrans,finish,,,tamanbarq’i,Phonemic
14-260-503-1,chir1284,Dargwa (Chirag dialect),743,таманбаркьи,CyrillTrans,end (temporal),,,tamanbarq’i,Phonemic
14-252-503-1,chir1284,Dargwa (Chirag dialect),1186,ваши,CyrillTrans,"last, endure",,,waši,Phonemic
14-250-503-1,chir1284,Dargwa (Chirag dialect),1806,чяхъ яхи,CyrillTrans,"begin, beginning",,,čaˤq yaxi,Phonemic
14-240-503-1,chir1284,Dargwa (Chirag dialect),425,буци,CyrillTrans,"retard, delay",,,buci,Phonemic
14-230-503-1,chir1284,Dargwa (Chirag dialect),754,гьазмаухи,CyrillTrans,"hasten, hurry",,,hazmauxi,Phonemic
14-220-503-1,chir1284,Dargwa (Chirag dialect),701,багьлазе,CyrillTrans,slow,,,bahlaze,Phonemic
14-210-503-1,chir1284,Dargwa (Chirag dialect),1631,гьазмазе,CyrillTrans,"swift, fast, quick",,,hazmaze,Phonemic
14-190-503-1,chir1284,Dargwa (Chirag dialect),1963,зарпле,CyrillTrans,immediately,,,zarple,Phonemic
14-180-503-1,chir1284,Dargwa (Chirag dialect),1376,гьана,CyrillTrans,now,,,hana,Phonemic
14-170-503-1,chir1284,Dargwa (Chirag dialect),477,кьанне,CyrillTrans,late,,,q’anne,Phonemic
14-160-503-1,chir1284,Dargwa (Chirag dialect),672,вадиял,CyrillTrans,early,,,wadiyal,Phonemic
14-150-503-1,chir1284,Dargwa (Chirag dialect),1229,вахъназе,CyrillTrans,old,,,waqnaze,Phonemic
14-140-503-1,chir1284,Dargwa (Chirag dialect),1207,жегІилзе,CyrillTrans,young,,,žeʕilze,Phonemic
14-120-503-1,chir1284,Dargwa (Chirag dialect),1789,дусс,CyrillTrans,age,,,"dus̄, dus̄re darš̄",Phonemic
14-120-503-3,chir1284,Dargwa (Chirag dialect),1789,дуссре дарщ,CyrillTrans,age,,,"dus̄, dus̄re darš̄",Phonemic
14-130-503-1,chir1284,Dargwa (Chirag dialect),1231,цІизе,CyrillTrans,new,,,cʼize,Phonemic
14-110-503-1,chir1284,Dargwa (Chirag dialect),892,вягIде,CyrillTrans,time,,,"waˤʕde, zamana",Phonemic
14-110-503-3,chir1284,Dargwa (Chirag dialect),892,замана,CyrillTrans,time,,,"waˤʕde, zamana",Phonemic
13-440-503-1,chir1284,Dargwa (Chirag dialect),417,гІябна,CyrillTrans,three times,,,ʕaˤbna,Phonemic
13-420-503-1,chir1284,Dargwa (Chirag dialect),1859,гІябалибан,CyrillTrans,third,,,ʕaˤbaliban,Phonemic
13-380-503-1,chir1284,Dargwa (Chirag dialect),1546,чІуйна,CyrillTrans,two times,,,čʼuyna,Phonemic
13-370-503-1,chir1284,Dargwa (Chirag dialect),1888,чут,CyrillTrans,pair,,,čut,Phonemic
13-360-503-1,chir1284,Dargwa (Chirag dialect),1384,чІелибан,CyrillTrans,second,,,čʼeliban,Phonemic
13-350-503-1,chir1284,Dargwa (Chirag dialect),1529,чІякІараркала,CyrillTrans,last,,,čʼaˤkʼararkala,Phonemic
13-340-503-1,chir1284,Dargwa (Chirag dialect),728,цаибан,CyrillTrans,first,,,caiban,Phonemic
13-330-503-1,chir1284,Dargwa (Chirag dialect),1580,ца,CyrillTrans,"alone, only",,,ca,Phonemic
13-240-503-1,chir1284,Dargwa (Chirag dialect),816,царгъа,CyrillTrans,half,,,carɣa,Phonemic
13-230-503-1,chir1284,Dargwa (Chirag dialect),779,зириз,CyrillTrans,"part, piece",,,ziriz,Phonemic
13-220-503-1,chir1284,Dargwa (Chirag dialect),1624,бацІзе,CyrillTrans,empty,,,bacʼze,Phonemic
13-210-503-1,chir1284,Dargwa (Chirag dialect),1429,бицІибзе,CyrillTrans,full,,,bicʼibze,Phonemic
13-190-503-1,chir1284,Dargwa (Chirag dialect),2023,гьатІахъице,CyrillTrans,"multitude, crowd",,,hatʼaqice,Phonemic
13-181-503-1,chir1284,Dargwa (Chirag dialect),1241,цІикІай,CyrillTrans,some,,,cʼikʼay,Phonemic
13-170-503-1,chir1284,Dargwa (Chirag dialect),1242,цІикьай,CyrillTrans,"little (quantity), few",,,cʼiq’ay,Phonemic
13-180-503-1,chir1284,Dargwa (Chirag dialect),1881,гьатІахъице,CyrillTrans,enough,,,hatʼaqice,Phonemic
13-160-503-1,chir1284,Dargwa (Chirag dialect),1992,бяйкІайзе,CyrillTrans,more,,,baˤykʼayze,Phonemic
13-150-503-1,chir1284,Dargwa (Chirag dialect),1198,бяйкІай,CyrillTrans,"much, many",,,baˤykʼay,Phonemic
13-140-503-1,chir1284,Dargwa (Chirag dialect),98,бутуи,CyrillTrans,"every, all",,,butui,Phonemic
13-107-503-1,chir1284,Dargwa (Chirag dialect),1420,белги,CyrillTrans,count,,,belgi,Phonemic
13-106-503-1,chir1284,Dargwa (Chirag dialect),1843,азур,CyrillTrans,thousand,,,azur,Phonemic
13-105-503-1,chir1284,Dargwa (Chirag dialect),1634,дарш,CyrillTrans,hundred,,,darš,Phonemic
13-104-503-1,chir1284,Dargwa (Chirag dialect),1710,гъаял,CyrillTrans,twenty,,,ɣayal,Phonemic
13-103-503-1,chir1284,Dargwa (Chirag dialect),1709,вецІну гьура,CyrillTrans,fifteen,,,wecʼnu hura,Phonemic
13-102-503-1,chir1284,Dargwa (Chirag dialect),1707,вецІну чІура,CyrillTrans,twelve,,,wecʼnu čʼura,Phonemic
13-101-503-1,chir1284,Dargwa (Chirag dialect),1706,вецІну цара,CyrillTrans,eleven,,,wecʼnu cara,Phonemic
13-100-503-1,chir1284,Dargwa (Chirag dialect),1515,вецІал,CyrillTrans,ten,,,wecʼal,Phonemic
13-90-503-1,chir1284,Dargwa (Chirag dialect),1483,арчІамал,CyrillTrans,nine,,,arčʼamal,Phonemic
13-80-503-1,chir1284,Dargwa (Chirag dialect),1705,кІяал,CyrillTrans,eight,,,kʼaˤal,Phonemic
13-70-503-1,chir1284,Dargwa (Chirag dialect),1704,варял,CyrillTrans,seven,,,waraˤl,Phonemic
13-60-503-1,chir1284,Dargwa (Chirag dialect),1703,реккал,CyrillTrans,six,,,rek̄al,Phonemic
13-50-503-1,chir1284,Dargwa (Chirag dialect),493,хьуял,CyrillTrans,five,,,x̌uyal,Phonemic
13-40-503-1,chir1284,Dargwa (Chirag dialect),1500,агъал,CyrillTrans,four,,,aɣal,Phonemic
13-20-503-1,chir1284,Dargwa (Chirag dialect),1498,чІёл,CyrillTrans,two,,,čʼyol,Phonemic
13-30-503-1,chir1284,Dargwa (Chirag dialect),492,гІябал,CyrillTrans,three,,,ʕaˤbal,Phonemic
13-10-503-1,chir1284,Dargwa (Chirag dialect),1493,ца,CyrillTrans,one,,,ca,Phonemic
13-0-503-1,chir1284,Dargwa (Chirag dialect),1294,цара,CyrillTrans,"zero, nothing",,,"cara, nol",Phonemic
13-0-503-3,chir1284,Dargwa (Chirag dialect),1294,нол,CyrillTrans,"zero, nothing",,,"cara, nol",Phonemic
12-930-503-1,chir1284,Dargwa (Chirag dialect),1264,барсбаркьи,CyrillTrans,change,,,barsbarq’i,Phonemic
12-920-503-1,chir1284,Dargwa (Chirag dialect),1558,мищизе,CyrillTrans,"like, similar",,,miš̄ize,Phonemic
12-840-503-1,chir1284,Dargwa (Chirag dialect),1048,ххатІ,CyrillTrans,line,,,x̄atʼ,Phonemic
12-850-503-1,chir1284,Dargwa (Chirag dialect),1667,тІерга,CyrillTrans,hole,,,tʼerga,Phonemic
12-830-503-1,chir1284,Dargwa (Chirag dialect),1845,шар,CyrillTrans,"sphere, ball",,,šar,Phonemic
12-810-503-1,chir1284,Dargwa (Chirag dialect),1395,гулгулзе,CyrillTrans,round,,,gulgulze,Phonemic
12-820-503-1,chir1284,Dargwa (Chirag dialect),1467,ола,CyrillTrans,circle,,,ola,Phonemic
12-780-503-1,chir1284,Dargwa (Chirag dialect),850,агъмузе кьуне,CyrillTrans,square,,,aɣmuze q’une,Phonemic
12-770-503-1,chir1284,Dargwa (Chirag dialect),1367,къанч,CyrillTrans,cross,,,q̄anč,Phonemic
12-760-503-1,chir1284,Dargwa (Chirag dialect),192,кьурц,CyrillTrans,corner,,,q’urc,Phonemic
12-750-503-1,chir1284,Dargwa (Chirag dialect),1071,къянцІа,CyrillTrans,hook,,,q̄aˤncʼa,Phonemic
12-740-503-1,chir1284,Dargwa (Chirag dialect),297,бакIунзе,CyrillTrans,crooked,,,bakʼunze,Phonemic
12-730-503-1,chir1284,Dargwa (Chirag dialect),1404,бархІзе,CyrillTrans,straight,,,barħze,Phonemic
12-710-503-1,chir1284,Dargwa (Chirag dialect),1633,диркьазе,CyrillTrans,flat,,,dirq’aze,Phonemic
12-680-503-1,chir1284,Dargwa (Chirag dialect),193,никІазе,CyrillTrans,shallow,,,nikʼaze,Phonemic
12-670-503-1,chir1284,Dargwa (Chirag dialect),1593,уркІзе,CyrillTrans,deep,,,urkʼze,Phonemic
12-650-503-1,chir1284,Dargwa (Chirag dialect),2249,букІулизе,CyrillTrans,thin (in dimension),,,bukʼulize,Phonemic
12-630-503-1,chir1284,Dargwa (Chirag dialect),1244,буршузе,CyrillTrans,thick (in dimension),,,buršuze,Phonemic
12-620-503-1,chir1284,Dargwa (Chirag dialect),1267,кьакьазе,CyrillTrans,narrow,,,q’aq’aze,Phonemic
12-610-503-1,chir1284,Dargwa (Chirag dialect),1243,сартазе,CyrillTrans,"wide, broad",,,sartaze,Phonemic
12-590-503-1,chir1284,Dargwa (Chirag dialect),1645,кутІзе,CyrillTrans,short,,,kutʼze,Phonemic
12-580-503-1,chir1284,Dargwa (Chirag dialect),711,чохъзе,CyrillTrans,tall,,,čoqze,Phonemic
12-570-503-1,chir1284,Dargwa (Chirag dialect),1203,букъёнизе,CyrillTrans,long,,,buq̄yonize,Phonemic
12-560-503-1,chir1284,Dargwa (Chirag dialect),1246,никІазе,CyrillTrans,"small, little",,,nikʼaze,Phonemic
12-550-503-1,chir1284,Dargwa (Chirag dialect),1202,холазе,CyrillTrans,"large, big",,,xolaze,Phonemic
12-540-503-1,chir1284,Dargwa (Chirag dialect),1506,унци,CyrillTrans,measure,,,unci,Phonemic
12-530-503-1,chir1284,Dargwa (Chirag dialect),479,холла баркьи,CyrillTrans,grow,,,xolla barq’i,Phonemic
12-480-503-1,chir1284,Dargwa (Chirag dialect),1595,къибла,CyrillTrans,south,,,q̄ibla,Phonemic
