ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-51-1,cham1309,Chamalal,1852,бакъ-бакъада,CyrillTrans,often,,,baqʼ-baqʼada,Phonemic
14-310-51-1,cham1309,Chamalal,1676,иннадала,CyrillTrans,always,,,"innadala, innas̄-innala",Phonemic
14-310-51-3,cham1309,Chamalal,1676,иннасс-иннала,CyrillTrans,always,,,"innadala, innas̄-innala",Phonemic
14-290-51-1,cham1309,Chamalal,790,хІадураб,CyrillTrans,ready,,,ħadurab,Phonemic
14-280-51-1,cham1309,Chamalal,1928,бетІва̄ла,CyrillTrans,"cease, stop",,,"betʼʷāla, bis̄ʼāla, buhāla, qʼotʼdāla",Phonemic
14-280-51-3,cham1309,Chamalal,1928,бисІсІа̄ла,CyrillTrans,"cease, stop",,,"betʼʷāla, bis̄ʼāla, buhāla, qʼotʼdāla",Phonemic
14-280-51-5,cham1309,Chamalal,1928,бугьа̄ла,CyrillTrans,"cease, stop",,,"betʼʷāla, bis̄ʼāla, buhāla, qʼotʼdāla",Phonemic
14-280-51-7,cham1309,Chamalal,1928,къотІда̄ла,CyrillTrans,"cease, stop",,,"betʼʷāla, bis̄ʼāla, buhāla, qʼotʼdāla",Phonemic
14-270-51-1,cham1309,Chamalal,1766,булІа̄ла,CyrillTrans,finish,,,buƛāla,Phonemic
14-260-51-1,cham1309,Chamalal,743,къотІда̄ла,CyrillTrans,end (temporal),,,"qʼotʼdāla, buƛāla, betʼʷāla",Phonemic
14-260-51-3,cham1309,Chamalal,743,булІа̄ла,CyrillTrans,end (temporal),,,"qʼotʼdāla, buƛāla, betʼʷāla",Phonemic
14-260-51-5,cham1309,Chamalal,743,бетІва̄ла,CyrillTrans,end (temporal),,,"qʼotʼdāla, buƛāla, betʼʷāla",Phonemic
14-252-51-1,cham1309,Chamalal,1186,даимлъла,CyrillTrans,"last, endure",,,"daimɬla, bex̄ilaɬla",Phonemic
14-252-51-3,cham1309,Chamalal,1186,беххилалъла,CyrillTrans,"last, endure",,,"daimɬla, bex̄ilaɬla",Phonemic
14-250-51-1,cham1309,Chamalal,1806,багъарӣла,CyrillTrans,"begin, beginning",,,"baɣarīla, baybix̌īla, bayčʼāla, buƛla, baybix̌de, un, el",Phonemic
14-250-51-3,cham1309,Chamalal,1806,байбихьӣла,CyrillTrans,"begin, beginning",,,"baɣarīla, baybix̌īla, bayčʼāla, buƛla, baybix̌de, un, el",Phonemic
14-250-51-5,cham1309,Chamalal,1806,байчІа̄ла,CyrillTrans,"begin, beginning",,,"baɣarīla, baybix̌īla, bayčʼāla, buƛla, baybix̌de, un, el",Phonemic
14-250-51-7,cham1309,Chamalal,1806,булІла,CyrillTrans,"begin, beginning",,,"baɣarīla, baybix̌īla, bayčʼāla, buƛla, baybix̌de, un, el",Phonemic
14-250-51-9,cham1309,Chamalal,1806,байбихьде,CyrillTrans,"begin, beginning",,,"baɣarīla, baybix̌īla, bayčʼāla, buƛla, baybix̌de, un, el",Phonemic
14-250-51-11,cham1309,Chamalal,1806,ун,CyrillTrans,"begin, beginning",,,"baɣarīla, baybix̌īla, bayčʼāla, buƛla, baybix̌de, un, el",Phonemic
14-250-51-13,cham1309,Chamalal,1806,эл,CyrillTrans,"begin, beginning",,,"baɣarīla, baybix̌īla, bayčʼāla, buƛla, baybix̌de, un, el",Phonemic
14-240-51-1,cham1309,Chamalal,425,бисІсІа̄ла,CyrillTrans,"retard, delay",,,"bis̄ʼāla, ɬalqdāla",Phonemic
14-240-51-3,cham1309,Chamalal,425,лъалхъда̄ла,CyrillTrans,"retard, delay",,,"bis̄ʼāla, ɬalqdāla",Phonemic
14-230-51-1,cham1309,Chamalal,754,цІакьла,CyrillTrans,"hasten, hurry",,,cʼaƛ̄ʼla,Phonemic
14-220-51-1,cham1309,Chamalal,701,гьалӣбахасс,CyrillTrans,slow,,,halībaxas̄,Phonemic
14-210-51-1,cham1309,Chamalal,1631,ххуххуб,CyrillTrans,"swift, fast, quick",,,x̄ux̄ub,Phonemic
14-190-51-1,cham1309,Chamalal,1963,экІуб-бисІсІида,CyrillTrans,immediately,,,ekʼub-bis̄ʼida,Phonemic
14-180-51-1,cham1309,Chamalal,1376,гьаᴴссагІат,CyrillTrans,now,,,haⁿs̄aʕat,Phonemic
14-170-51-1,cham1309,Chamalal,477,кватІӣдд,CyrillTrans,late,,,"kʷatʼīdd, yex̄ōli",Phonemic
14-170-51-3,cham1309,Chamalal,477,йеххо̄ли,CyrillTrans,late,,,"kʷatʼīdd, yex̄ōli",Phonemic
14-160-51-1,cham1309,Chamalal,672,бакъада,CyrillTrans,early,,,baqʼada,Phonemic
14-150-51-1,cham1309,Chamalal,1229,бехалъидда,CyrillTrans,old,,,"bexaɬidda, ƛ̄ʼeyaƛ, mihub",Phonemic
14-150-51-3,cham1309,Chamalal,1229,кьейалІ,CyrillTrans,old,,,"bexaɬidda, ƛ̄ʼeyaƛ, mihub",Phonemic
14-150-51-5,cham1309,Chamalal,1229,мигьуб,CyrillTrans,old,,,"bexaɬidda, ƛ̄ʼeyaƛ, mihub",Phonemic
14-140-51-1,cham1309,Chamalal,1207,аᴴтаб,CyrillTrans,young,,,"aⁿtab, miɬišab, mikʼub, baħarab, ʕoloqanab, čʼikʼub",Phonemic
14-140-51-3,cham1309,Chamalal,1207,милъишаб,CyrillTrans,young,,,"aⁿtab, miɬišab, mikʼub, baħarab, ʕoloqanab, čʼikʼub",Phonemic
14-140-51-5,cham1309,Chamalal,1207,микІуб,CyrillTrans,young,,,"aⁿtab, miɬišab, mikʼub, baħarab, ʕoloqanab, čʼikʼub",Phonemic
14-140-51-7,cham1309,Chamalal,1207,бахІараб,CyrillTrans,young,,,"aⁿtab, miɬišab, mikʼub, baħarab, ʕoloqanab, čʼikʼub",Phonemic
14-140-51-9,cham1309,Chamalal,1207,гІолохъанаб,CyrillTrans,young,,,"aⁿtab, miɬišab, mikʼub, baħarab, ʕoloqanab, čʼikʼub",Phonemic
14-140-51-11,cham1309,Chamalal,1207,чІикІуб,CyrillTrans,young,,,"aⁿtab, miɬišab, mikʼub, baħarab, ʕoloqanab, čʼikʼub",Phonemic
14-120-51-1,cham1309,Chamalal,1789,ригь,CyrillTrans,age,,,"rih, rihil, zamana",Phonemic
14-120-51-3,cham1309,Chamalal,1789,ригьил,CyrillTrans,age,,,"rih, rihil, zamana",Phonemic
14-120-51-5,cham1309,Chamalal,1789,замана,CyrillTrans,age,,,"rih, rihil, zamana",Phonemic
14-130-51-1,cham1309,Chamalal,1231,цІиᴴвб,CyrillTrans,new,,,cʼiⁿwb,Phonemic
14-110-51-1,cham1309,Chamalal,892,къа̄в,CyrillTrans,time,,,"qʼāw, zamana",Phonemic
14-110-51-3,cham1309,Chamalal,892,замана,CyrillTrans,time,,,"qʼāw, zamana",Phonemic
13-440-51-1,cham1309,Chamalal,417,лъацІуда,CyrillTrans,three times,,,ɬacʼuda,Phonemic
13-420-51-1,cham1309,Chamalal,1859,лъалъалІаб,CyrillTrans,third,,,ɬaɬaƛab,Phonemic
13-380-51-1,cham1309,Chamalal,1546,чІаᴴкІуда,CyrillTrans,two times,,,čʼaⁿkʼuda,Phonemic
13-370-51-1,cham1309,Chamalal,1888,эчІида бакъи,CyrillTrans,pair,,,ečʼida baqʼi,Phonemic
13-360-51-1,cham1309,Chamalal,1384,эчІлІаб,CyrillTrans,second,,,ečʼƛab,Phonemic
13-350-51-1,cham1309,Chamalal,1529,эчІбахатІус,CyrillTrans,last,,,ečʼbaxatʼus,Phonemic
13-340-51-1,cham1309,Chamalal,728,эчІиссинисс,CyrillTrans,first,,,ečʼis̄inis̄,Phonemic
13-330-51-1,cham1309,Chamalal,1580,себда-себ,CyrillTrans,"alone, only",,,"sebda-seb, sebdakʼab",Phonemic
13-330-51-3,cham1309,Chamalal,1580,себдакІаб,CyrillTrans,"alone, only",,,"sebda-seb, sebdakʼab",Phonemic
13-240-51-1,cham1309,Chamalal,816,бекъана,CyrillTrans,half,,,"beqʼana, beqʼanaɬi",Phonemic
13-240-51-3,cham1309,Chamalal,816,бекъаналъи,CyrillTrans,half,,,"beqʼana, beqʼanaɬi",Phonemic
13-230-51-1,cham1309,Chamalal,779,бала,CyrillTrans,"part, piece",,,"bala, maza",Phonemic
13-230-51-3,cham1309,Chamalal,779,маза,CyrillTrans,"part, piece",,,"bala, maza",Phonemic
13-220-51-1,cham1309,Chamalal,1624,бечІуддасс,CyrillTrans,empty,,,bečʼuddas̄,Phonemic
13-210-51-1,cham1309,Chamalal,1429,бицІидда,CyrillTrans,full,,,bicʼidda,Phonemic
13-190-51-1,cham1309,Chamalal,2023,бе̄гъв,CyrillTrans,"multitude, crowd",,,"bēɣw, beħēɣʷ, ʕerzān, šāⁿla",Phonemic
13-190-51-3,cham1309,Chamalal,2023,бехІе̄гъв,CyrillTrans,"multitude, crowd",,,"bēɣw, beħēɣʷ, ʕerzān, šāⁿla",Phonemic
13-190-51-5,cham1309,Chamalal,2023,гІерза̄н,CyrillTrans,"multitude, crowd",,,"bēɣw, beħēɣʷ, ʕerzān, šāⁿla",Phonemic
13-190-51-7,cham1309,Chamalal,2023,ша̄ᴴла,CyrillTrans,"multitude, crowd",,,"bēɣw, beħēɣʷ, ʕerzān, šāⁿla",Phonemic
13-181-51-1,cham1309,Chamalal,1241,ша̄ᴴхале,CyrillTrans,some,,,"šāⁿxale, sebečʼida",Phonemic
13-181-51-3,cham1309,Chamalal,1241,себечІида,CyrillTrans,some,,,"šāⁿxale, sebečʼida",Phonemic
13-170-51-1,cham1309,Chamalal,1242,дагьаб,CyrillTrans,"little (quantity), few",,,dahab,Phonemic
13-180-51-1,cham1309,Chamalal,1881,боханна,CyrillTrans,enough,,,"boxanna, ʕerzān",Phonemic
13-180-51-3,cham1309,Chamalal,1881,гІерза̄н,CyrillTrans,enough,,,"boxanna, ʕerzān",Phonemic
13-160-51-1,cham1309,Chamalal,1992,экІуб,CyrillTrans,more,,,ekʼub,Phonemic
