ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-260-1,yagu1244,Yagua,1852,hapiči,Phonemic,often,powlison1995,,,
14-310-260-1,yagu1244,Yagua,1676,sara,Phonemic,always,powlison1995,,,
14-310-260-3,yagu1244,Yagua,1676,-hayãsara,Phonemic,always,powlison1995,,,
14-290-260-1,yagu1244,Yagua,790,hdutyasara,Phonemic,ready,powlison1995,,,
14-280-260-1,yagu1244,Yagua,1928,rani,Phonemic,"cease, stop",powlison1995,,,
14-280-260-3,yagu1244,Yagua,1928,ndasani,Phonemic,"cease, stop",powlison1995,,,
14-270-260-1,yagu1244,Yagua,1766,kãsi,Phonemic,finish,powlison1995,"Final form, with suffix is verbal.",,
14-270-260-3,yagu1244,Yagua,1766,parita,Phonemic,finish,powlison1995,"Final form, with suffix is verbal.",,
14-270-260-5,yagu1244,Yagua,1766,baryĩ-(mũy),Phonemic,finish,powlison1995,"Final form, with suffix is verbal.",,
14-260-260-1,yagu1244,Yagua,743,kãsiyada,Phonemic,end (temporal),powlison1995,,,
14-260-260-3,yagu1244,Yagua,743,baryĩhada,Phonemic,end (temporal),powlison1995,,,
14-252-260-1,yagu1244,Yagua,1186,surũy,Phonemic,"last, endure",powlison1995,,,
14-250-260-1,yagu1244,Yagua,1806,hõta,Phonemic,"begin, beginning",powlison1995,,,
14-250-260-3,yagu1244,Yagua,1806,hõtãda,Phonemic,"begin, beginning",powlison1995,,,
14-240-260-1,yagu1244,Yagua,425,riče,Phonemic,"retard, delay",powlison1995,,,
14-230-260-1,yagu1244,Yagua,754,haryuwũy,Phonemic,"hasten, hurry",powlison1995,,,
14-220-260-1,yagu1244,Yagua,701,tapi,Phonemic,slow,powlison1995,,,
14-210-260-1,yagu1244,Yagua,1631,haryuwe,Phonemic,"swift, fast, quick",powlison1995,,,
14-210-260-3,yagu1244,Yagua,1631,wanira,Phonemic,"swift, fast, quick",powlison1995,,,
14-210-260-5,yagu1244,Yagua,1631,warenu,Phonemic,"swift, fast, quick",powlison1995,,,
14-190-260-1,yagu1244,Yagua,1963,waričãrãhũ,Phonemic,immediately,powlison1995,,,
14-180-260-1,yagu1244,Yagua,1376,diwye,Phonemic,now,powlison1995,,,
14-180-260-3,yagu1244,Yagua,1376,diye,Phonemic,now,powlison1995,,,
14-170-260-1,yagu1244,Yagua,477,hiɲuway,Phonemic,late,powlison1995,,,
14-160-260-1,yagu1244,Yagua,672,tãrimyusidera,Phonemic,early,powlison1995,Refers to early morning.,,
14-150-260-1,yagu1244,Yagua,1229,tãrihẽ,Phonemic,old,powlison1995,,,
14-150-260-3,yagu1244,Yagua,1229,rimityu,Phonemic,old,powlison1995,,,
14-140-260-1,yagu1244,Yagua,1207,waderõ-,Phonemic,young,powlison1995,,,
14-120-260-1,yagu1244,Yagua,1789,nihyã,Phonemic,age,powlison1995,,,
14-120-260-3,yagu1244,Yagua,1789,hnda,Phonemic,age,powlison1995,,,
14-130-260-1,yagu1244,Yagua,1231,wadi-,Phonemic,new,powlison1995,,,
14-110-260-1,yagu1244,Yagua,892,runda,Phonemic,time,powlison1995,,,
14-110-260-3,yagu1244,Yagua,892,hũnda,Phonemic,time,powlison1995,,,
13-440-260-1,yagu1244,Yagua,417,mumurĩ-hũ,Phonemic,three times,powlison1995,,,
13-420-260-1,yagu1244,Yagua,1859,mumurĩ-hũ,Phonemic,third,powlison1995,,,
13-380-260-1,yagu1244,Yagua,1546,d/narahũhyũ,Phonemic,two times,powlison1995,,,
13-360-260-1,yagu1244,Yagua,1384,darahũhyũ,Phonemic,second,powlison1995,,,
13-350-260-1,yagu1244,Yagua,1529,tamitya,Phonemic,last,powlison1995,,,
13-340-260-1,yagu1244,Yagua,728,hõttã,Phonemic,first,powlison1995,,,
13-340-260-3,yagu1244,Yagua,728,munatya,Phonemic,first,powlison1995,,,
13-330-260-1,yagu1244,Yagua,1580,mityanuma,Phonemic,"alone, only",powlison1995,,,
13-330-260-3,yagu1244,Yagua,1580,hasikita,Phonemic,"alone, only",powlison1995,,,
13-240-260-1,yagu1244,Yagua,816,-we,Phonemic,half,powlison1995,,,
13-240-260-3,yagu1244,Yagua,816,-hũwe,Phonemic,half,powlison1995,,,
13-240-260-5,yagu1244,Yagua,816,-tãsa,Phonemic,half,powlison1995,,,
13-240-260-7,yagu1244,Yagua,816,-taday,Phonemic,half,powlison1995,,,
13-230-260-1,yagu1244,Yagua,779,we,Phonemic,"part, piece",powlison1995,,,
13-230-260-3,yagu1244,Yagua,779,tera,Phonemic,"part, piece",powlison1995,,,
13-230-260-5,yagu1244,Yagua,779,-hũwe,Phonemic,"part, piece",powlison1995,,,
13-220-260-1,yagu1244,Yagua,1624,-kukõ,Phonemic,empty,powlison1995,,,
13-220-260-3,yagu1244,Yagua,1624,mitya,Phonemic,empty,powlison1995,,,
13-210-260-1,yagu1244,Yagua,1429,miryanu,Phonemic,full,powlison1995,,,
13-210-260-3,yagu1244,Yagua,1429,panuho,Phonemic,full,powlison1995,,,
13-190-260-1,yagu1244,Yagua,2023,-hu,Phonemic,"multitude, crowd",powlison1995,,,
13-190-260-3,yagu1244,Yagua,2023,-tu,Phonemic,"multitude, crowd",powlison1995,,,
13-190-260-5,yagu1244,Yagua,2023,-way,Phonemic,"multitude, crowd",powlison1995,,,
13-181-260-1,yagu1244,Yagua,1241,tara,Phonemic,some,powlison1995,,,
13-181-260-3,yagu1244,Yagua,1241,derĩ,Phonemic,some,powlison1995,,,
13-170-260-1,yagu1244,Yagua,1242,-de,Phonemic,"little (quantity), few",powlison1995,,,
13-170-260-3,yagu1244,Yagua,1242,pasi-,Phonemic,"little (quantity), few",powlison1995,,,
13-170-260-5,yagu1244,Yagua,1242,-derĩ,Phonemic,"little (quantity), few",powlison1995,,,
13-180-260-1,yagu1244,Yagua,1881,-dete,Phonemic,enough,powlison1995,,,
13-180-260-3,yagu1244,Yagua,1881,-hu,Phonemic,enough,powlison1995,,,
13-180-260-5,yagu1244,Yagua,1881,hãwiɲu,Phonemic,enough,powlison1995,,,
13-180-260-7,yagu1244,Yagua,1881,sãrã,Phonemic,enough,powlison1995,,,
13-160-260-1,yagu1244,Yagua,1992,rančahũ,Phonemic,more,powlison1995,,,
13-150-260-1,yagu1244,Yagua,1198,haryi,Phonemic,"much, many",powlison1995,,,
13-150-260-3,yagu1244,Yagua,1198,-hu,Phonemic,"much, many",powlison1995,,,
13-150-260-5,yagu1244,Yagua,1198,rahu,Phonemic,"much, many",powlison1995,,,
13-140-260-1,yagu1244,Yagua,98,tĩtãhũ,Phonemic,"every, all",powlison1995,,,
13-107-260-1,yagu1244,Yagua,1420,saranu,Phonemic,count,powlison1995,,,
13-107-260-3,yagu1244,Yagua,1420,suranu,Phonemic,count,powlison1995,,,
13-106-260-1,yagu1244,Yagua,1843,taraki waranka,Phonemic,thousand,powlison1995,,,
13-105-260-1,yagu1244,Yagua,1634,pača,Phonemic,hundred,powlison1995,,,
13-105-260-3,yagu1244,Yagua,1634,taraki pača,Phonemic,hundred,powlison1995,,,
13-104-260-1,yagu1244,Yagua,1710,d/narahũy wũyahũy,Phonemic,twenty,powlison1995,,,
13-102-260-1,yagu1244,Yagua,1707,darahũy wũyahũ rančahũ,Phonemic,twelve,powlison1995,,,
13-100-260-1,yagu1244,Yagua,1515,taraki wũyahũy,Phonemic,ten,powlison1995,,,
13-90-260-1,yagu1244,Yagua,1483,daryahũyunihyate,Phonemic,nine,powlison1995,,,
13-80-260-1,yagu1244,Yagua,1705,mumurĩ-nihyate,Phonemic,eight,powlison1995,,,
13-70-260-1,yagu1244,Yagua,1704,nãnũhũɲihyatec̷,Phonemic,seven,powlison1995,Also darahũɲihyate.,,
13-60-260-1,yagu1244,Yagua,1703,tarakinihyate,Phonemic,six,powlison1995,,,
13-50-260-1,yagu1244,Yagua,493,tadahyo,Phonemic,five,powlison1995,,,
13-40-260-1,yagu1244,Yagua,1500,daryahũyu,Phonemic,four,powlison1995,,,
13-20-260-1,yagu1244,Yagua,1498,-hũy,Phonemic,two,powlison1995,,,
13-20-260-3,yagu1244,Yagua,1498,darahũy,Phonemic,two,powlison1995,,,
13-30-260-1,yagu1244,Yagua,492,mumurĩ,Phonemic,three,powlison1995,,,
13-10-260-1,yagu1244,Yagua,1493,taraki,Phonemic,one,powlison1995,,,
13-0-260-1,yagu1244,Yagua,1294,mitya,Phonemic,"zero, nothing",powlison1995,,,
13-0-260-3,yagu1244,Yagua,1294,mutya,Phonemic,"zero, nothing",powlison1995,,,
12-930-260-1,yagu1244,Yagua,1264,tĩtuy,Phonemic,change,powlison1995,,,
12-920-260-1,yagu1244,Yagua,1558,nũtyu,Phonemic,"like, similar",powlison1995,,,
12-920-260-3,yagu1244,Yagua,1558,darya,Phonemic,"like, similar",powlison1995,,,
12-840-260-1,yagu1244,Yagua,1048,nũčara,Phonemic,line,powlison1995,Meaning a mark.,,
12-850-260-1,yagu1244,Yagua,1667,wata-hũ,Phonemic,hole,powlison1995,,,
12-830-260-1,yagu1244,Yagua,1845,waturi-,Phonemic,"sphere, ball",powlison1995,,,
12-830-260-3,yagu1244,Yagua,1845,-ho,Phonemic,"sphere, ball",powlison1995,,,
12-810-260-1,yagu1244,Yagua,1395,watatõ,Phonemic,round,powlison1995,,,
12-810-260-3,yagu1244,Yagua,1395,waturi-,Phonemic,round,powlison1995,,,
12-820-260-1,yagu1244,Yagua,1467,watatõ,Phonemic,circle,powlison1995,,,
12-780-260-1,yagu1244,Yagua,850,watatu,Phonemic,square,powlison1995,,,
12-770-260-1,yagu1244,Yagua,1367,[kurisi],Phonemic,cross,powlison1995,,,
12-760-260-1,yagu1244,Yagua,192,numare,Phonemic,corner,powlison1995,,,
12-750-260-1,yagu1244,Yagua,1071,kã,Phonemic,hook,powlison1995,,,
12-740-260-1,yagu1244,Yagua,297,wakamyu-,Phonemic,crooked,powlison1995,,,
12-740-260-3,yagu1244,Yagua,297,waruyu-,Phonemic,crooked,powlison1995,,,
12-730-260-1,yagu1244,Yagua,1404,wase-,Phonemic,straight,powlison1995,,,
12-710-260-1,yagu1244,Yagua,1633,-pãy,Phonemic,flat,powlison1995,Also wa-paniyõ.,,
12-710-260-3,yagu1244,Yagua,1633,-padye,Phonemic,flat,powlison1995,Also wa-paniyõ.,,
12-710-260-5,yagu1244,Yagua,1633,paniyõ,Phonemic,flat,powlison1995,Also wa-paniyõ.,,
12-680-260-1,yagu1244,Yagua,193,wata,Phonemic,shallow,powlison1995,,,
12-670-260-1,yagu1244,Yagua,1593,watanu,Phonemic,deep,powlison1995,,,
12-670-260-3,yagu1244,Yagua,1593,nučãri,Phonemic,deep,powlison1995,,,
12-650-260-1,yagu1244,Yagua,2249,miriyũ-,Phonemic,thin (in dimension),powlison1995,,,
12-650-260-3,yagu1244,Yagua,2249,muryiyũ-,Phonemic,thin (in dimension),powlison1995,,,
12-650-260-5,yagu1244,Yagua,2249,wata-,Phonemic,thin (in dimension),powlison1995,,,
12-630-260-1,yagu1244,Yagua,1244,watanu,Phonemic,thick (in dimension),powlison1995,,,
12-620-260-1,yagu1244,Yagua,1267,pasi-,Phonemic,narrow,powlison1995,,,
12-610-260-1,yagu1244,Yagua,1243,-kõ,Phonemic,"wide, broad",powlison1995,,,
12-610-260-3,yagu1244,Yagua,1243,hãmu-,Phonemic,"wide, broad",powlison1995,,,
12-590-260-1,yagu1244,Yagua,1645,hapu-,Phonemic,short,powlison1995,,,
12-590-260-3,yagu1244,Yagua,1645,wapu-,Phonemic,short,powlison1995,,,
12-580-260-1,yagu1244,Yagua,711,nãway,Phonemic,tall,powlison1995,,,
12-580-260-3,yagu1244,Yagua,711,-ki,Phonemic,tall,powlison1995,,,
12-580-260-5,yagu1244,Yagua,711,hãmuki,Phonemic,tall,powlison1995,,,
12-570-260-1,yagu1244,Yagua,1203,hãmukã-,Phonemic,long,powlison1995,,,
12-570-260-3,yagu1244,Yagua,1203,-ki,Phonemic,long,powlison1995,,,
12-560-260-1,yagu1244,Yagua,1246,pasi-,Phonemic,"small, little",powlison1995,Also hamiriyũ.,,
12-560-260-3,yagu1244,Yagua,1246,-de,Phonemic,"small, little",powlison1995,Also hamiriyũ.,,
12-560-260-5,yagu1244,Yagua,1246,wamiri-,Phonemic,"small, little",powlison1995,Also hamiriyũ.,,
12-550-260-1,yagu1244,Yagua,1202,hãmu-,Phonemic,"large, big",powlison1995,,,
12-550-260-3,yagu1244,Yagua,1202,-ki,Phonemic,"large, big",powlison1995,,,
12-541-260-1,yagu1244,Yagua,81,hũričara,Phonemic,"span, fathom",powlison1995,,,
12-540-260-1,yagu1244,Yagua,1506,saranu,Phonemic,measure,powlison1995,,,
12-530-260-1,yagu1244,Yagua,479,hãwye,Phonemic,grow,powlison1995,,,
12-480-260-1,yagu1244,Yagua,1595,hidyewitãsamu,Phonemic,south,powlison1995,,,
12-470-260-1,yagu1244,Yagua,1598,rawitãsamu,Phonemic,north,powlison1995,,,
12-460-260-1,yagu1244,Yagua,1817,hiɲĩ puryehyo,Phonemic,west,powlison1995,Means the place where the sun is covered up.,,
12-450-260-1,yagu1244,Yagua,1877,hiɲĩ mũtĩho,Phonemic,east,powlison1995,Means the place where sun comes out.,,
12-430-260-1,yagu1244,Yagua,1942,nũhi,Phonemic,near (adv),powlison1995,,,
12-430-260-3,yagu1244,Yagua,1942,di,Phonemic,near (adv),powlison1995,,,
12-440-260-1,yagu1244,Yagua,1406,ripya,Phonemic,far (adv),powlison1995,,,
12-420-260-1,yagu1244,Yagua,244,mĩday,Phonemic,left (side),powlison1995,,,
12-410-260-1,yagu1244,Yagua,1019,ntityuday,Phonemic,right (side),powlison1995,,,
12-370-260-1,yagu1244,Yagua,1093,-paruda,Phonemic,"middle, center",powlison1995,,,
12-370-260-3,yagu1244,Yagua,1093,-hače,Phonemic,"middle, center",powlison1995,,,
12-370-260-5,yagu1244,Yagua,1093,-kabiwa,Phonemic,"middle, center",powlison1995,,,
12-370-260-7,yagu1244,Yagua,1093,-kabimu,Phonemic,"middle, center",powlison1995,,,
12-360-260-1,yagu1244,Yagua,682,himučõ,Phonemic,side,powlison1995,,,
12-360-260-3,yagu1244,Yagua,682,himunu,Phonemic,side,powlison1995,,,
12-360-260-5,yagu1244,Yagua,682,tunu,Phonemic,side,powlison1995,,,
12-353-260-1,yagu1244,Yagua,863,ramirya,Phonemic,edge,powlison1995,Also munay.,,
12-353-260-3,yagu1244,Yagua,863,ramurya,Phonemic,edge,powlison1995,Also munay.,,
12-352-260-1,yagu1244,Yagua,372,mõ,Phonemic,pointed,powlison1995,,,
12-352-260-3,yagu1244,Yagua,372,n(u)ro,Phonemic,pointed,powlison1995,,,
12-352-260-5,yagu1244,Yagua,372,do,Phonemic,pointed,powlison1995,,,
12-352-260-7,yagu1244,Yagua,372,hĩčitiryaki,Phonemic,pointed,powlison1995,,,
12-350-260-1,yagu1244,Yagua,742,baryĩhada,Phonemic,end,powlison1995,Also -ramirya; -sũtyerya.,,
