ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-173-1,macu1259,Macushi,1852,ikoʔnoro,Phonemic,often,,Means regularly.,,
14-310-173-1,macu1259,Macushi,1676,tɨwɨrɨ,Phonemic,always,,,,
14-290-173-1,macu1259,Macushi,790,aasɨrɨ,Phonemic,ready,,,,
14-280-173-1,macu1259,Macushi,1928,emɨʔpamɨ,Phonemic,"cease, stop",,,,
14-270-173-1,macu1259,Macushi,1766,aretɨʔka,Phonemic,finish,,,,
14-260-173-1,macu1259,Macushi,743,ikɨnɨʔpɨ,Phonemic,end (temporal),,,,
14-250-173-1,macu1259,Macushi,1806,piaʔtɨ,Phonemic,"begin, beginning",,,,
14-240-173-1,macu1259,Macushi,425,maasa,Phonemic,"retard, delay",,,,
14-230-173-1,macu1259,Macushi,754,teesemiʔtɨpai,Phonemic,"hasten, hurry",,,,
14-220-173-1,macu1259,Macushi,701,tɨnɨn pɨʔ,Phonemic,slow,,,,
14-210-173-1,macu1259,Macushi,1631,kaʔneʔpe,Phonemic,"swift, fast, quick",,,,
14-190-173-1,macu1259,Macushi,1963,tiwinarɨ,Phonemic,immediately,,,,
14-180-173-1,macu1259,Macushi,1376,sɨrɨrɨ,Phonemic,now,,,,
14-170-173-1,macu1259,Macushi,477,tɨɨkoʔman pe,Phonemic,late,,,,
14-160-173-1,macu1259,Macushi,672,penane puʔkuru,Phonemic,early,,,,
14-150-173-1,macu1259,Macushi,1229,penaroʔ,Phonemic,old,,"Also aʔyeketon, refers to a man; noʔsanton refers to a woman.",,
14-140-173-1,macu1259,Macushi,1207,maasaron,Phonemic,young,,,,
14-120-173-1,macu1259,Macushi,1789,i-kono po,Phonemic,age,,Lit. 'his/her age'.,,
14-130-173-1,macu1259,Macushi,1231,amenan,Phonemic,new,,,,
14-110-173-1,macu1259,Macushi,892,pensa,Phonemic,time,,,,
13-440-173-1,macu1259,Macushi,417,teeseurɨʔne-iteʔka,Phonemic,three times,,,,
13-420-173-1,macu1259,Macushi,1859,teeseurɨnon,Phonemic,third,,,,
13-380-173-1,macu1259,Macushi,1546,saʔteʔka,Phonemic,two times,,,,
13-370-173-1,macu1259,Macushi,1888,saʔnɨrɨ,Phonemic,pair,,,,
13-360-173-1,macu1259,Macushi,1384,itonpa pe,Phonemic,second,,,,
13-350-173-1,macu1259,Macushi,1529,ikɨnɨʔpɨ,Phonemic,last,,,,
13-340-173-1,macu1259,Macushi,728,eʔmaiʔpe,Phonemic,first,,,,
13-330-173-1,macu1259,Macushi,1580,tiwinsarɨ,Phonemic,"alone, only",,Means 'alone'; 'only' is neken.,,
13-240-173-1,macu1259,Macushi,816,arakkita pairɨ,Phonemic,half,,Lit. 'middle from'.,,
13-230-173-1,macu1259,Macushi,779,itonpa,Phonemic,"part, piece",,,,
13-220-173-1,macu1259,Macushi,1624,itenpɨ,Phonemic,empty,,,,
13-210-173-1,macu1259,Macushi,1429,intapɨkɨrɨ,Phonemic,full,,,,
13-190-173-1,macu1259,Macushi,2023,mararonkon pepɨn,Phonemic,"multitude, crowd",,,,
13-181-173-1,macu1259,Macushi,1241,tiaron,Phonemic,some,,,,
13-170-173-1,macu1259,Macushi,1242,mararɨ,Phonemic,"little (quantity), few",,,,
13-180-173-1,macu1259,Macushi,1881,aasɨrɨ,Phonemic,enough,,,,
13-160-173-1,macu1259,Macushi,1992,inɨʔ,Phonemic,more,,,,
13-150-173-1,macu1259,Macushi,1198,tuʔke,Phonemic,"much, many",,,,
13-140-173-1,macu1259,Macushi,98,tamɨʔnawɨrɨ,Phonemic,"every, all",,,,
13-107-173-1,macu1259,Macushi,1420,kuʔneʔtɨ,Phonemic,count,,,,
13-104-173-1,macu1259,Macushi,1710,tiwin pemonkon,Phonemic,twenty,,Lit. 'one person'.,,
13-102-173-1,macu1259,Macushi,1707,asakɨʔne puʔ pona tɨɨmoʔtai,Phonemic,twelve,,,,
13-101-173-1,macu1259,Macushi,1706,tiwin puʔ pona tɨɨmoʔtai,Phonemic,eleven,,,,
13-100-173-1,macu1259,Macushi,1515,miaʔ tamɨʔnawɨrɨ,Phonemic,ten,,"Lit. 'hand all', that is, both hands.",,
13-90-173-1,macu1259,Macushi,1483,saakɨrɨrɨ miaʔ pona tɨɨmoʔtai,Phonemic,nine,,,,
13-80-173-1,macu1259,Macushi,1705,eseurɨwɨʔne miaʔ pona tɨɨmoʔtai,Phonemic,eight,,,,
13-70-173-1,macu1259,Macushi,1704,asakɨne miaʔ pona tɨɨmoʔtai,Phonemic,seven,,,,
13-60-173-1,macu1259,Macushi,1703,tiwin miaʔ pona tɨɨmoʔtai,Phonemic,six,,,,
13-50-173-1,macu1259,Macushi,493,miaʔtaikin,Phonemic,five,,"miaʔ is 'hand', unpossessed form.",,
13-40-173-1,macu1259,Macushi,1500,saakɨrɨrɨ,Phonemic,four,,,,
13-20-173-1,macu1259,Macushi,1498,asakɨʔne,Phonemic,two,,,,
13-30-173-1,macu1259,Macushi,492,eseurɨwɨʔne,Phonemic,three,,,,
13-10-173-1,macu1259,Macushi,1493,tiwin,Phonemic,one,,,,
13-0-173-1,macu1259,Macushi,1294,ɨʔ ton pɨn,Phonemic,"zero, nothing",,,,
12-930-173-1,macu1259,Macushi,1264,miaʔka,Phonemic,change,,,,
12-920-173-1,macu1259,Macushi,1558,warantɨ,Phonemic,"like, similar",,,,
12-840-173-1,macu1259,Macushi,1048,katɨn,Phonemic,line,,,,
12-850-173-1,macu1259,Macushi,1667,aʔta,Phonemic,hole,,,,
12-830-173-1,macu1259,Macushi,1845,amokoʔwarɨ,Phonemic,"sphere, ball",,,,
12-810-173-1,macu1259,Macushi,1395,amokoʔwarɨ,Phonemic,round,,,,
12-820-173-1,macu1259,Macushi,1467,amokoʔwarɨ,Phonemic,circle,,,,
12-770-173-1,macu1259,Macushi,1367,pakɨʔnan,Phonemic,cross,,,,
12-760-173-1,macu1259,Macushi,192,akoʔtɨnaʔ,Phonemic,corner,,,,
12-750-173-1,macu1259,Macushi,1071,i-teʔna,Phonemic,hook,,,,
12-740-173-1,macu1259,Macushi,297,weye-pan,Phonemic,crooked,,Suffix is nominalizer.,,
12-730-173-1,macu1259,Macushi,1404,awemɨn,Phonemic,straight,,,,
12-730-173-3,macu1259,Macushi,1404,toʔsarɨ,Phonemic,straight,,,,
12-680-173-1,macu1259,Macushi,193,arenpuru,Phonemic,shallow,,,,
12-670-173-1,macu1259,Macushi,1593,mairon,Phonemic,deep,,,,
12-650-173-1,macu1259,Macushi,2249,siiriru,Phonemic,thin (in dimension),,,,
12-630-173-1,macu1259,Macushi,1244,ereʔsin,Phonemic,thick (in dimension),,Also can be used for thick liquids.,,
12-620-173-1,macu1259,Macushi,1267,tuʔnakan,Phonemic,narrow,,,,
12-610-173-1,macu1259,Macushi,1243,iwene,Phonemic,"wide, broad",,,,
12-590-173-1,macu1259,Macushi,1645,piaʔmɨtɨ,Phonemic,short,,,,
12-580-173-1,macu1259,Macushi,711,kusan,Phonemic,tall,,,,
12-570-173-1,macu1259,Macushi,1203,kusan,Phonemic,long,,,,
12-560-173-1,macu1259,Macushi,1246,siʔmɨrikkɨ,Phonemic,"small, little",,,,
12-550-173-1,macu1259,Macushi,1202,kureʔne,Phonemic,"large, big",,,,
12-540-173-1,macu1259,Macushi,1506,kuʔneʔtɨ,Phonemic,measure,,,,
12-530-173-1,macu1259,Macushi,479,akɨpɨ,Phonemic,grow,,,,
12-530-173-3,macu1259,Macushi,479,arenta,Phonemic,grow,,,,
12-460-173-1,macu1259,Macushi,1817,wei ewomɨ winɨ,Phonemic,west,,Also wei winɨ.,,
12-450-173-1,macu1259,Macushi,1877,wei epaʔka winɨ,Phonemic,east,,,,
