ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-508-1,darg1241,Dargwa (Megeb dialect),1852,бахънал,CyrillTrans,often,,,baqnal,Phonemic
14-310-508-1,darg1241,Dargwa (Megeb dialect),1676,мурталла,CyrillTrans,always,,,murtalla,Phonemic
14-290-508-1,darg1241,Dargwa (Megeb dialect),790,хІадури,CyrillTrans,ready,,,ħaduri,Phonemic
14-280-508-1,darg1241,Dargwa (Megeb dialect),1928,билзес,CyrillTrans,"cease, stop",,,"bilzes, bizes",Phonemic
14-280-508-3,darg1241,Dargwa (Megeb dialect),1928,бизес,CyrillTrans,"cease, stop",,,"bilzes, bizes",Phonemic
14-270-508-1,darg1241,Dargwa (Megeb dialect),1766,хвагІал бикьес,CyrillTrans,finish,,,"xʷaʕal biqʼes, anni baqʼas",Phonemic
14-270-508-3,darg1241,Dargwa (Megeb dialect),1766,анни бакьас,CyrillTrans,finish,,,"xʷaʕal biqʼes, anni baqʼas",Phonemic
14-260-508-1,darg1241,Dargwa (Megeb dialect),743,хвагІал бакьас,CyrillTrans,end (temporal),,,xʷaʕal baqʼas,Phonemic
14-252-508-1,darg1241,Dargwa (Megeb dialect),1186,гІаргъа букьес,CyrillTrans,"last, endure",,,ʕarɣa buqʼes,Phonemic
14-250-508-1,darg1241,Dargwa (Megeb dialect),1806,гьара къелабехІ,CyrillTrans,"begin, beginning",,,"hara q̄elabeħ, beħ bakʼas",Phonemic
14-250-508-3,darg1241,Dargwa (Megeb dialect),1806,бехІ бакІас,CyrillTrans,"begin, beginning",,,"hara q̄elabeħ, beħ bakʼas",Phonemic
14-240-508-1,darg1241,Dargwa (Megeb dialect),425,бизахъас,CyrillTrans,"retard, delay",,,bizaqas,Phonemic
14-230-508-1,darg1241,Dargwa (Megeb dialect),754,анавар укьес,CyrillTrans,"hasten, hurry",,,anawar uqʼes,Phonemic
14-220-508-1,darg1241,Dargwa (Megeb dialect),701,багьлал,CyrillTrans,slow,,,"bahlal, q̄eyal",Phonemic
14-220-508-3,darg1241,Dargwa (Megeb dialect),701,къеял,CyrillTrans,slow,,,"bahlal, q̄eyal",Phonemic
14-210-508-1,darg1241,Dargwa (Megeb dialect),1631,анавари,CyrillTrans,"swift, fast, quick",,,anawari,Phonemic
14-190-508-1,darg1241,Dargwa (Megeb dialect),1963,палхъъиле,CyrillTrans,immediately,,,palqʔile,Phonemic
14-180-508-1,darg1241,Dargwa (Megeb dialect),1376,гьисагІат,CyrillTrans,now,,,hisaʕat,Phonemic
14-170-508-1,darg1241,Dargwa (Megeb dialect),477,кьамле,CyrillTrans,late,,,qʼamle,Phonemic
14-160-508-1,darg1241,Dargwa (Megeb dialect),672,жявле,CyrillTrans,early,,,"žaˤwle, žawaˤl",Phonemic
14-160-508-3,darg1241,Dargwa (Megeb dialect),672,жавял,CyrillTrans,early,,,"žaˤwle, žawaˤl",Phonemic
14-150-508-1,darg1241,Dargwa (Megeb dialect),1229,ухънал,CyrillTrans,old,,,uqnal,Phonemic
14-140-508-1,darg1241,Dargwa (Megeb dialect),1207,гъвабзал,CyrillTrans,young,,,ɣʷabzal,Phonemic
14-120-508-1,darg1241,Dargwa (Megeb dialect),1789,век,CyrillTrans,age,,,"wek, epoxa",Phonemic
14-120-508-3,darg1241,Dargwa (Megeb dialect),1789,эпоха,CyrillTrans,age,,,"wek, epoxa",Phonemic
14-130-508-1,darg1241,Dargwa (Megeb dialect),1231,сагал,CyrillTrans,new,,,sagal,Phonemic
14-110-508-1,darg1241,Dargwa (Megeb dialect),892,замана,CyrillTrans,time,,,zamana,Phonemic
13-440-508-1,darg1241,Dargwa (Megeb dialect),417,хІяйънал,CyrillTrans,three times,,,ħaˤyʔnal,Phonemic
13-420-508-1,darg1241,Dargwa (Megeb dialect),1859,хІябяси,CyrillTrans,third,,,ħaˤbaˤsi,Phonemic
13-380-508-1,darg1241,Dargwa (Megeb dialect),1546,кІвиялгъуйни,CyrillTrans,two times,,,"kʼʷiyalɣuyni, kʼʷiʔnal",Phonemic
13-380-508-3,darg1241,Dargwa (Megeb dialect),1546,кІвиънал,CyrillTrans,two times,,,"kʼʷiyalɣuyni, kʼʷiʔnal",Phonemic
