ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-830-1,pear1247,Pear,1852,maŋ khlə́h,phonetic,often,,,,
14-310-830-1,pear1247,Pear,1676,kh`tćə́k,phonetic,always,,,,
14-290-830-1,pear1247,Pear,790,reŋ ʔun,phonetic,ready,,,,
14-280-830-1,pear1247,Pear,1928,găm pĕt,phonetic,"cease, stop",,,,
14-270-830-1,pear1247,Pear,1766,hɔ̆iʔ źăuʔ,phonetic,finish,,,,
14-260-830-1,pear1247,Pear,743,laʔ a hɔ̆iʔ,phonetic,end (temporal),,,,
14-252-830-1,pear1247,Pear,1186,reŋ k`ram,phonetic,"last, endure",,,,
14-250-830-1,pear1247,Pear,1806,kə́ dźŭh,phonetic,"begin, beginning",,,,
14-240-830-1,pear1247,Pear,425,taŋ wu???,phonetic,"retard, delay",,,,
14-230-830-1,pear1247,Pear,754,kiŋ kə́ kăp,phonetic,"hasten, hurry",,,,
14-220-830-1,pear1247,Pear,701,gre,phonetic,slow,,,,
14-210-830-1,pear1247,Pear,1631,phai,phonetic,"swift, fast, quick",,,,
14-190-830-1,pear1247,Pear,1963,sa ha źɔʔ,phonetic,immediately,,,,
14-180-830-1,pear1247,Pear,1376,khɛʔ din,phonetic,now,,,,
14-170-830-1,pear1247,Pear,477,khɛʔ ṃɨ,phonetic,late,,,,
14-160-830-1,pear1247,Pear,672,khɛʔ ṇ́iau,phonetic,early,,,,
14-150-830-1,pear1247,Pear,1229,găt,phonetic,old,,,,
14-140-830-1,pear1247,Pear,1207,num,phonetic,young,,,,
14-120-830-1,pear1247,Pear,1789,a`sa:k,phonetic,age,,,,
14-130-830-1,pear1247,Pear,1231,k`mai,phonetic,new,,,,
14-110-830-1,pear1247,Pear,892,kap,phonetic,time,,,,
13-440-830-1,pear1247,Pear,417,vi k`plɛ,phonetic,three times,,,,
13-420-830-1,pear1247,Pear,1859,k`nar vi,phonetic,third,,,,
13-380-830-1,pear1247,Pear,1546,ɛ k`plɛ,phonetic,two times,,,,
13-370-830-1,pear1247,Pear,1888,soŋ,phonetic,pair,,,,
13-360-830-1,pear1247,Pear,1384,k`nar ɛ,phonetic,second,,,,
13-350-830-1,pear1247,Pear,1529,laʔ ba:n,phonetic,last,,,,
13-340-830-1,pear1247,Pear,728,k`nar u lŭʔ,phonetic,first,,,,
13-330-830-1,pear1247,Pear,1580,raŋ di,phonetic,"alone, only",,,,
13-240-830-1,pear1247,Pear,816,u kh`dɛʔ,phonetic,half,,,,
13-230-830-1,pear1247,Pear,779,p`dai,phonetic,"part, piece",,,,
13-220-830-1,pear1247,Pear,1624,lat,phonetic,empty,,,,
13-210-830-1,pear1247,Pear,1429,noʔ,phonetic,full,,,,
13-190-830-1,pear1247,Pear,2023,tv i gɨr,phonetic,"multitude, crowd",,,,
13-181-830-1,pear1247,Pear,1241,t`rĭt,phonetic,some,,,,
13-170-830-1,pear1247,Pear,1242,brɛ̆ʔ,phonetic,"little (quantity), few",,,,
13-180-830-1,pear1247,Pear,1881,gə́̆ʔ,phonetic,enough,,,,
13-160-830-1,pear1247,Pear,1992,źiŋ m`blăm,phonetic,more,,,,
13-150-830-1,pear1247,Pear,1198,m`blăm,phonetic,"much, many",,,,
13-140-830-1,pear1247,Pear,98,pai tŭr,phonetic,"every, all",,,,
13-107-830-1,pear1247,Pear,1420,dĭh,phonetic,count,,,,
13-106-830-1,pear1247,Pear,1843,hɛŋ,phonetic,thousand,,,,
13-105-830-1,pear1247,Pear,1634,p`źah,phonetic,hundred,,,,
13-104-830-1,pear1247,Pear,1710,ɛ kə́r,phonetic,twenty,,,,
13-103-830-1,pear1247,Pear,1709,kə́r phar,phonetic,fifteen,,,,
13-102-830-1,pear1247,Pear,1707,kə́r ɛ,phonetic,twelve,,,,
13-101-830-1,pear1247,Pear,1706,kə́r lu lŭʔ,phonetic,eleven,,,,
