ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-709-1,telu1262,Telugu,1852,padee padee,Phonemic,often,saxena709,,,
14-310-709-1,telu1262,Telugu,1676,anayam,Phonemic,always,saxena709,anayam adv. class. always.,,
14-310-709-3,telu1262,Telugu,1676,anawaratam,Phonemic,always,saxena709,anayam adv. class. always.,,
14-310-709-5,telu1262,Telugu,1676,eppaTikii,Phonemic,always,saxena709,anayam adv. class. always.,,
14-310-709-7,telu1262,Telugu,1676,eppuDuu,Phonemic,always,saxena709,anayam adv. class. always.,,
14-310-709-9,telu1262,Telugu,1676,nityam,Phonemic,always,saxena709,anayam adv. class. always.,,
14-310-709-11,telu1262,Telugu,1676,sadaa,Phonemic,always,saxena709,anayam adv. class. always.,,
14-290-709-1,telu1262,Telugu,790,aayatta,Phonemic,ready,saxena709,,,
14-290-709-3,telu1262,Telugu,790,udyukta,Phonemic,ready,saxena709,,,
14-290-709-5,telu1262,Telugu,790,tayaaru,Phonemic,ready,saxena709,,,
14-290-709-7,telu1262,Telugu,790,sannaddham,Phonemic,ready,saxena709,,,
14-280-709-1,telu1262,Telugu,1928,eDatiiyu,Phonemic,"cease, stop",saxena709,,,
14-280-709-3,telu1262,Telugu,1928,eDategu,Phonemic,"cease, stop",saxena709,,,
14-280-709-5,telu1262,Telugu,1928,eDapaDu,Phonemic,"cease, stop",saxena709,,,
14-280-709-7,telu1262,Telugu,1928,tolagu,Phonemic,"cease, stop",saxena709,,,
14-280-709-9,telu1262,Telugu,1928,wiramincu[konu],Phonemic,"cease, stop",saxena709,,,
14-270-709-1,telu1262,Telugu,1766,temulcukonu,Phonemic,finish,saxena709,,,
14-270-709-3,telu1262,Telugu,1766,puurti ceeyu,Phonemic,finish,saxena709,,,
14-270-709-5,telu1262,Telugu,1766,mugincu,Phonemic,finish,saxena709,,,
14-260-709-1,telu1262,Telugu,743,antu,Phonemic,end (temporal),saxena709,,,
