ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-290-1,para1311,Guaraní,1852,maⁿterei,Phonemic,often,,,,
14-320-290-3,para1311,Guaraní,1852,pɨʔɨ̃i,Phonemic,often,,,,
14-310-290-1,para1311,Guaraní,1676,a'koiⁿte,Phonemic,always,,,,
14-310-290-3,para1311,Guaraní,1676,tapia,Phonemic,always,,,,
14-310-290-5,para1311,Guaraní,1676,meme,Phonemic,always,,,,
14-290-290-1,para1311,Guaraní,790,haʔeve,Phonemic,ready,,,,
14-290-290-3,para1311,Guaraní,790,poǰava,Phonemic,ready,,,,
14-280-290-1,para1311,Guaraní,1928,ᵐbo-paha,Phonemic,"cease, stop",,,,
14-280-290-3,para1311,Guaraní,1928,pɨta,Phonemic,"cease, stop",,,,
14-270-290-1,para1311,Guaraní,1766,ᵐbo-paha,Phonemic,finish,,,,
14-270-290-3,para1311,Guaraní,1766,pa,Phonemic,finish,,,,
14-260-290-1,para1311,Guaraní,743,pa-ha,Phonemic,end (temporal),,,,
14-252-290-1,para1311,Guaraní,1186,are,Phonemic,"last, endure",,,,
14-250-290-1,para1311,Guaraní,1806,ɲepɨrũ,Phonemic,"begin, beginning",,,,
14-240-290-1,para1311,Guaraní,425,ᵐboʔare,Phonemic,"retard, delay",,,,
14-240-290-3,para1311,Guaraní,425,are,Phonemic,"retard, delay",,,,
14-240-290-5,para1311,Guaraní,425,mo-ᵐbuku,Phonemic,"retard, delay",,,,
14-230-290-1,para1311,Guaraní,754,(če) raŋe a'havo,Phonemic,"hasten, hurry",,,,
14-230-290-3,para1311,Guaraní,754,pɨaʔe,Phonemic,"hasten, hurry",,,,
14-230-290-5,para1311,Guaraní,754,taŋe,Phonemic,"hasten, hurry",,,,
14-220-290-1,para1311,Guaraní,701,ᵐbeɣʷe,Phonemic,slow,,,,
14-210-290-1,para1311,Guaraní,1631,pɨaʔe,Phonemic,"swift, fast, quick",,,,
14-210-290-3,para1311,Guaraní,1631,hatã,Phonemic,"swift, fast, quick",,,,
14-210-290-5,para1311,Guaraní,1631,voi,Phonemic,"swift, fast, quick",,,,
14-190-290-1,para1311,Guaraní,1963,maⁿdi,Phonemic,immediately,,,,
14-190-290-3,para1311,Guaraní,1963,koʔãɣa-ite,Phonemic,immediately,,,,
14-180-290-1,para1311,Guaraní,1376,ãɣa,Phonemic,now,,,,
14-180-290-3,para1311,Guaraní,1376,ko'ãɣa,Phonemic,now,,,,
14-170-290-1,para1311,Guaraní,477,ɲeᵐbopɨhare,Phonemic,late,,,,
14-170-290-3,para1311,Guaraní,477,kaʔaru,Phonemic,late,,,,
14-160-290-1,para1311,Guaraní,672,voi,Phonemic,early,,,,
14-150-290-1,para1311,Guaraní,1229,tuǰa,Phonemic,old,,,,
14-140-290-1,para1311,Guaraní,1207,kɨrɨ̃i,Phonemic,young,,,,
14-140-290-3,para1311,Guaraní,1207,mitã,Phonemic,young,,,,
14-140-290-5,para1311,Guaraní,1207,pɨahu,Phonemic,young,,,,
14-120-290-1,para1311,Guaraní,1789,araǰere,Phonemic,age,,,,
14-130-290-1,para1311,Guaraní,1231,pɨahu,Phonemic,new,,,,
14-110-290-1,para1311,Guaraní,892,'ara,Phonemic,time,,Also means 'day' 14.410; 'weather' 01.780.,,
13-440-290-1,para1311,Guaraní,417,ᵐbohapɨ ǰevɨ,Phonemic,three times,,,,
13-420-290-1,para1311,Guaraní,1859,ᵐbohapɨha,Phonemic,third,,,,
13-380-290-1,para1311,Guaraní,1546,mokõi ǰevɨ,Phonemic,two times,,,,
13-370-290-1,para1311,Guaraní,1888,mokõi,Phonemic,pair,,,,
13-370-290-3,para1311,Guaraní,1888,kõi,Phonemic,pair,,,,
13-370-290-5,para1311,Guaraní,1888,['hunta],Phonemic,pair,,,,
13-360-290-1,para1311,Guaraní,1384,mokõiha,Phonemic,second,,,,
13-350-290-1,para1311,Guaraní,1529,ipahaɣʷe,Phonemic,last,,,,
13-350-290-3,para1311,Guaraní,1529,pa-ha,Phonemic,last,,,,
13-340-290-1,para1311,Guaraní,728,peteiha,Phonemic,first,,,,
13-340-290-3,para1311,Guaraní,728,peteĩ-ha,Phonemic,first,,,,
13-330-290-1,para1311,Guaraní,1580,aɲo,Phonemic,"alone, only",,,,
13-330-290-3,para1311,Guaraní,1580,ⁿte,Phonemic,"alone, only",,,,
13-330-290-5,para1311,Guaraní,1580,maⁿte,Phonemic,"alone, only",,,,
13-240-290-1,para1311,Guaraní,816,kuʔa,Phonemic,half,,,,
13-240-290-3,para1311,Guaraní,816,ᵐbɨte,Phonemic,half,,,,
