ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-50-1,tind1238,Tindi,1852,къагьар,CyrillTrans,often,,,qʼahar,Phonemic
14-310-50-1,tind1238,Tindi,1676,гьиᴴдайа̄,CyrillTrans,always,,,hiⁿdayā,Phonemic
14-290-50-1,tind1238,Tindi,790,хІадураб,CyrillTrans,ready,,,ħadurab,Phonemic
14-280-50-1,tind1238,Tindi,1928,къутІийа̄йлъʼа,CyrillTrans,"cease, stop",,,"qʼutʼiyāyɬʲa, biɣāyɬʲa",Phonemic
14-280-50-3,tind1238,Tindi,1928,бигъа̄йлъʼа,CyrillTrans,"cease, stop",,,"qʼutʼiyāyɬʲa, biɣāyɬʲa",Phonemic
14-270-50-1,tind1238,Tindi,1766,булІилъʼа,CyrillTrans,finish,,,buƛiɬʲa,Phonemic
14-260-50-1,tind1238,Tindi,743,булІа̄йлъʼа,CyrillTrans,end (temporal),,,buƛāyɬʲa,Phonemic
14-252-50-1,tind1238,Tindi,1186,даимлъилъʼа,CyrillTrans,"last, endure",,,"daimɬiɬʲa, qʼutʼiyēɬ̄i s̄eri beƛiɬʲa",Phonemic
14-252-50-3,tind1238,Tindi,1186,къутІийе̄лълъи ссери белІилъʼа,CyrillTrans,"last, endure",,,"daimɬiɬʲa, qʼutʼiyēɬ̄i s̄eri beƛiɬʲa",Phonemic
14-250-50-1,tind1238,Tindi,1806,байбихьӣлъʼа,CyrillTrans,"begin, beginning",,,"baybix̌īɬʲa, deč̄iɬʲa",Phonemic
14-250-50-3,tind1238,Tindi,1806,деччилъʼа,CyrillTrans,"begin, beginning",,,"baybix̌īɬʲa, deč̄iɬʲa",Phonemic
14-240-50-1,tind1238,Tindi,425,ащахха̄йлъʼа,CyrillTrans,"retard, delay",,,aš̄ax̄āyɬʲa,Phonemic
14-230-50-1,tind1238,Tindi,754,цІакьилъʼа,CyrillTrans,"hasten, hurry",,,cʼaƛ̄ʼiɬʲa,Phonemic
14-220-50-1,tind1238,Tindi,701,гьайлахвасса,CyrillTrans,slow,,,haylaxʷas̄a,Phonemic
14-210-50-1,tind1238,Tindi,1631,ххеххуб,CyrillTrans,"swift, fast, quick",,,x̄ex̄ub,Phonemic
14-190-50-1,tind1238,Tindi,1963,ххеххилъо,CyrillTrans,immediately,,,"x̄ex̄iɬo, qaštiyo",Phonemic
14-190-50-3,tind1238,Tindi,1963,хъаштийо,CyrillTrans,immediately,,,"x̄ex̄iɬo, qaštiyo",Phonemic
14-180-50-1,tind1238,Tindi,1376,гьаᴴссвагІа̄лълъӣ,CyrillTrans,now,,,haⁿs̄ʷaʕāɬ̄ī,Phonemic
14-170-50-1,tind1238,Tindi,477,бечІагьо,CyrillTrans,late,,,bečʼaho,Phonemic
14-160-50-1,tind1238,Tindi,672,бакъайа,CyrillTrans,early,,,baqʼaya,Phonemic
14-150-50-1,tind1238,Tindi,1229,бехараб,CyrillTrans,old,,,bexarab,Phonemic
14-140-50-1,tind1238,Tindi,1207,милъичаб,CyrillTrans,young,,,"miɬičab, baħarab, k̄ʼanub, aⁿtaƛa",Phonemic
14-140-50-3,tind1238,Tindi,1207,бахІараб,CyrillTrans,young,,,"miɬičab, baħarab, k̄ʼanub, aⁿtaƛa",Phonemic
14-140-50-5,tind1238,Tindi,1207,ккʼануб,CyrillTrans,young,,,"miɬičab, baħarab, k̄ʼanub, aⁿtaƛa",Phonemic
14-140-50-7,tind1238,Tindi,1207,аᴴталІа,CyrillTrans,young,,,"miɬičab, baħarab, k̄ʼanub, aⁿtaƛa",Phonemic
14-120-50-1,tind1238,Tindi,1789,ригьи,CyrillTrans,age,,,"rihi, zaman, behaⁿda rehan, ʕumru",Phonemic
14-120-50-3,tind1238,Tindi,1789,заман,CyrillTrans,age,,,"rihi, zaman, behaⁿda rehan, ʕumru",Phonemic
14-120-50-5,tind1238,Tindi,1789,бегьаᴴда регьан,CyrillTrans,age,,,"rihi, zaman, behaⁿda rehan, ʕumru",Phonemic
14-120-50-7,tind1238,Tindi,1789,гІумру,CyrillTrans,age,,,"rihi, zaman, behaⁿda rehan, ʕumru",Phonemic
14-130-50-1,tind1238,Tindi,1231,цІиᴴгьуб,CyrillTrans,new,,,cʼiⁿhub,Phonemic
14-110-50-1,tind1238,Tindi,892,къару,CyrillTrans,time,,,"qʼaru, zaman",Phonemic
14-110-50-3,tind1238,Tindi,892,заман,CyrillTrans,time,,,"qʼaru, zaman",Phonemic
13-440-50-1,tind1238,Tindi,417,лъацІайа,CyrillTrans,three times,,,ɬacʼaya,Phonemic
13-420-50-1,tind1238,Tindi,1859,лъабилилІаб,CyrillTrans,third,,,ɬabiliƛab,Phonemic
13-380-50-1,tind1238,Tindi,1546,кІʼаᴴцІайа,CyrillTrans,two times,,,kʼʲaⁿcʼaya,Phonemic
13-370-50-1,tind1238,Tindi,1888,кІʼейа санис̄а,CyrillTrans,pair,,,kʼʲeya sanis̄a,Phonemic
13-360-50-1,tind1238,Tindi,1384,кІʼекІʼалилІаб,CyrillTrans,second,,,kʼʲekʼʲaliƛab,Phonemic
13-350-50-1,tind1238,Tindi,1529,гьечІа-херухъас̄а,CyrillTrans,last,,,hečʼa-xeruqas̄a,Phonemic
13-340-50-1,tind1238,Tindi,728,гьечІассерис̄а,CyrillTrans,first,,,hečʼas̄eris̄a,Phonemic
13-330-50-1,tind1238,Tindi,1580,себда-себ,CyrillTrans,"alone, only",,,sebda-seb,Phonemic
13-240-50-1,tind1238,Tindi,816,бекъана,CyrillTrans,half,,,beqʼana,Phonemic
13-230-50-1,tind1238,Tindi,779,тІуби,CyrillTrans,"part, piece",,,"tʼubi, bala",Phonemic
13-230-50-3,tind1238,Tindi,779,бала,CyrillTrans,"part, piece",,,"tʼubi, bala",Phonemic
13-220-50-1,tind1238,Tindi,1624,бечІуйаб,CyrillTrans,empty,,,bečʼuyab,Phonemic
13-210-50-1,tind1238,Tindi,1429,бецІуб,CyrillTrans,full,,,becʼub,Phonemic
13-190-50-1,tind1238,Tindi,2023,къагьар,CyrillTrans,"multitude, crowd",,,"qʼahar, ric̄ama hikʼʲub",Phonemic
13-190-50-3,tind1238,Tindi,2023,риц̄ама гьикІʼуб,CyrillTrans,"multitude, crowd",,,"qʼahar, ric̄ama hikʼʲub",Phonemic
13-181-50-1,tind1238,Tindi,1241,чвамила,CyrillTrans,some,,,"čʷamila, seb-kʼʲeya",Phonemic
13-181-50-3,tind1238,Tindi,1241,себ-кІʼейа,CyrillTrans,some,,,"čʷamila, seb-kʼʲeya",Phonemic
13-170-50-1,tind1238,Tindi,1242,дагьаб,CyrillTrans,"little (quantity), few",,,"dahab, daha-maqʼab",Phonemic
13-170-50-3,tind1238,Tindi,1242,дагьа-макъаб,CyrillTrans,"little (quantity), few",,,"dahab, daha-maqʼab",Phonemic
13-180-50-1,tind1238,Tindi,1881,гІезза̄н,CyrillTrans,enough,,,"ʕez̄ān, buʔiⁿɬō",Phonemic
13-180-50-3,tind1238,Tindi,1881,буъиᴴлъо̄,CyrillTrans,enough,,,"ʕez̄ān, buʔiⁿɬō",Phonemic
13-160-50-1,tind1238,Tindi,1992,къагъар,CyrillTrans,more,,,qʼaɣar,Phonemic
13-150-50-1,tind1238,Tindi,1198,къагьар,CyrillTrans,"much, many",,,qʼahar,Phonemic
13-140-50-1,tind1238,Tindi,98,иддо̄б,CyrillTrans,"every, all",,,"id̄ōb, ed̄ā, bukʼabs̄ā, iyōbs̄ā",Phonemic
13-140-50-3,tind1238,Tindi,98,эдда̄,CyrillTrans,"every, all",,,"id̄ōb, ed̄ā, bukʼabs̄ā, iyōbs̄ā",Phonemic
13-140-50-5,tind1238,Tindi,98,букІабсса̄,CyrillTrans,"every, all",,,"id̄ōb, ed̄ā, bukʼabs̄ā, iyōbs̄ā",Phonemic
13-140-50-7,tind1238,Tindi,98,ийо̄бсса̄,CyrillTrans,"every, all",,,"id̄ōb, ed̄ā, bukʼabs̄ā, iyōbs̄ā",Phonemic
13-107-50-1,tind1238,Tindi,1420,бицциᴴлъʼа,CyrillTrans,count,,,bic̄iⁿɬʲa,Phonemic
13-106-50-1,tind1238,Tindi,1843,азарда,CyrillTrans,thousand,,,azarda,Phonemic
13-105-50-1,tind1238,Tindi,1634,бегьаᴴда,CyrillTrans,hundred,,,behaⁿda,Phonemic
13-104-50-1,tind1238,Tindi,1710,кІʼа̄цІайа,CyrillTrans,twenty,,,kʼʲācʼaya,Phonemic
13-103-50-1,tind1238,Tindi,1709,гьацІала иᴴштуйа,CyrillTrans,fifteen,,,hacʼala iⁿštuya,Phonemic
13-102-50-1,tind1238,Tindi,1707,гьацІала кІʼейа,CyrillTrans,twelve,,,hacʼala kʼʲeya,Phonemic
13-101-50-1,tind1238,Tindi,1706,гьацІала себ,CyrillTrans,eleven,,,hacʼala seb,Phonemic
13-100-50-1,tind1238,Tindi,1515,гьацІайа,CyrillTrans,ten,,,hacʼaya,Phonemic
13-90-50-1,tind1238,Tindi,1483,гьачІвайа,CyrillTrans,nine,,,hačʼʷaya,Phonemic
13-80-50-1,tind1238,Tindi,1705,бикьийа,CyrillTrans,eight,,,biƛ̄ʼiya,Phonemic
13-70-50-1,tind1238,Tindi,1704,гьакьуйа,CyrillTrans,seven,,,haƛ̄ʼuya,Phonemic
13-60-50-1,tind1238,Tindi,1703,иᴴлІийа,CyrillTrans,six,,,iⁿƛiya,Phonemic
13-50-50-1,tind1238,Tindi,493,иᴴштуйа,CyrillTrans,five,,,iⁿštuya,Phonemic
13-40-50-1,tind1238,Tindi,1500,боъойа,CyrillTrans,four,,,boʔoya,Phonemic
13-20-50-1,tind1238,Tindi,1498,кІʼейа,CyrillTrans,two,,,kʼʲeya,Phonemic
13-30-50-1,tind1238,Tindi,492,лъабда,CyrillTrans,three,,,ɬabda,Phonemic
13-10-50-1,tind1238,Tindi,1493,себ,CyrillTrans,one,,,seb,Phonemic
13-0-50-1,tind1238,Tindi,1294,нол,CyrillTrans,"zero, nothing",,,nol,Phonemic
12-930-50-1,tind1238,Tindi,1264,беругьиᴴлъʼа,CyrillTrans,change,,,beruhiⁿɬʲa,Phonemic
12-920-50-1,tind1238,Tindi,1558,балълъуᴴб,CyrillTrans,"like, similar",,,baɬ̄uⁿb,Phonemic
12-840-50-1,tind1238,Tindi,1048,кколи,CyrillTrans,line,,,"k̄oli, nuqi",Phonemic
12-840-50-3,tind1238,Tindi,1048,нухъи,CyrillTrans,line,,,"k̄oli, nuqi",Phonemic
12-850-50-1,tind1238,Tindi,1667,картІи,CyrillTrans,hole,,,kartʼi,Phonemic
12-830-50-1,tind1238,Tindi,1845,ссвардар,CyrillTrans,"sphere, ball",,,s̄ʷardar,Phonemic
12-810-50-1,tind1238,Tindi,1395,кІоркІалуб,CyrillTrans,round,,,kʼorkʼalub,Phonemic
12-820-50-1,tind1238,Tindi,1467,ссвардар,CyrillTrans,circle,,,s̄ʷardar,Phonemic
12-780-50-1,tind1238,Tindi,850,бобала,CyrillTrans,square,,,bobala,Phonemic
12-770-50-1,tind1238,Tindi,1367,хъаᴴчи,CyrillTrans,cross,,,qaⁿči,Phonemic
12-760-50-1,tind1238,Tindi,192,бала,CyrillTrans,corner,,,"bala, čiⁿčal",Phonemic
12-760-50-3,tind1238,Tindi,192,чиᴴчал,CyrillTrans,corner,,,"bala, čiⁿčal",Phonemic
12-750-50-1,tind1238,Tindi,1071,кʼетІа,CyrillTrans,hook,,,kʲetʼa,Phonemic
12-740-50-1,tind1238,Tindi,297,бикІʼаᴴб,CyrillTrans,crooked,,,bikʼʲaⁿb,Phonemic
12-730-50-1,tind1238,Tindi,1404,битІийуб,CyrillTrans,straight,,,bitʼiyub,Phonemic
