ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-42-1,hinu1240,Hinuq,1852,гІаши,CyrillTrans,often,,,"ʕaši, koɬeho",Phonemic
14-320-42-3,hinu1240,Hinuq,1852,колъегьо,CyrillTrans,often,,,"ʕaši, koɬeho",Phonemic
14-310-42-1,hinu1240,Hinuq,1676,даим,CyrillTrans,always,,,"daim, netten",Phonemic
14-310-42-3,hinu1240,Hinuq,1676,неттен,CyrillTrans,always,,,"daim, netten",Phonemic
14-290-42-1,hinu1240,Hinuq,790,хІадурав,CyrillTrans,ready,,,ħaduraw,Phonemic
14-280-42-1,hinu1240,Hinuq,1928,лъакъера,CyrillTrans,"cease, stop",,,ɬaqʼera,Phonemic
14-270-42-1,hinu1240,Hinuq,1766,лъакъераqāз,CyrillTrans,finish,,,ɬaqʼerayāz,Phonemic
14-260-42-1,hinu1240,Hinuq,743,лъакъера,CyrillTrans,end (temporal),,,ɬaqʼera,Phonemic
14-252-42-1,hinu1240,Hinuq,1186,бехорелъа,CyrillTrans,"last, endure",,,bexoreɬa,Phonemic
14-250-42-1,hinu1240,Hinuq,1806,авал,CyrillTrans,"begin, beginning",,,"awal, baybikil, baybikizi buwa, bašlabuwa",Phonemic
14-250-42-3,hinu1240,Hinuq,1806,байбикил,CyrillTrans,"begin, beginning",,,"awal, baybikil, baybikizi buwa, bašlabuwa",Phonemic
14-250-42-5,hinu1240,Hinuq,1806,байбикизи бува,CyrillTrans,"begin, beginning",,,"awal, baybikil, baybikizi buwa, bašlabuwa",Phonemic
14-250-42-7,hinu1240,Hinuq,1806,башла бува,CyrillTrans,"begin, beginning",,,"awal, baybikil, baybikizi buwa, bašlabuwa",Phonemic
14-240-42-1,hinu1240,Hinuq,425,аширайāз,CyrillTrans,"retard, delay",,,"aširayāz, bašira, bocʼera",Phonemic
14-240-42-3,hinu1240,Hinuq,425,башира,CyrillTrans,"retard, delay",,,"aširayāz, bašira, bocʼera",Phonemic
14-240-42-5,hinu1240,Hinuq,425,боцІера,CyrillTrans,"retard, delay",,,"aširayāz, bašira, bocʼera",Phonemic
14-230-42-1,hinu1240,Hinuq,754,гІедегІези ихъа,CyrillTrans,"hasten, hurry",,,"ʕedeʕezi iqa, xexɬizi iqa",Phonemic
14-230-42-3,hinu1240,Hinuq,754,хехлъизи рихъа,CyrillTrans,"hasten, hurry",,,"ʕedeʕezi iqa, xexɬizi iqa",Phonemic
14-220-42-1,hinu1240,Hinuq,701,гъегъе,CyrillTrans,slow,,,ɣeɣe,Phonemic
14-210-42-1,hinu1240,Hinuq,1631,хехав,CyrillTrans,"swift, fast, quick",,,"xexaw, ʕedeʕaraw",Phonemic
14-210-42-3,hinu1240,Hinuq,1631,гІдегІарав,CyrillTrans,"swift, fast, quick",,,"xexaw, ʕedeʕaraw",Phonemic
14-190-42-1,hinu1240,Hinuq,1963,жихъутов,CyrillTrans,immediately,,,žiqutow,Phonemic
14-180-42-1,hinu1240,Hinuq,1376,гьавсагІат,CyrillTrans,now,,,"hawsaʕat, hoboži",Phonemic
14-180-42-3,hinu1240,Hinuq,1376,гьобожи,CyrillTrans,now,,,"hawsaʕat, hoboži",Phonemic
14-170-42-1,hinu1240,Hinuq,477,гьеззо,CyrillTrans,late,,,hezzo,Phonemic
14-160-42-1,hinu1240,Hinuq,672,къарлъӣ,CyrillTrans,early,,,qʼarɬī,Phonemic
14-150-42-1,hinu1240,Hinuq,1229,гІежи,CyrillTrans,old,,,"ʕeži, očordiyu",Phonemic
14-150-42-3,hinu1240,Hinuq,1229,очордийу,CyrillTrans,old,,,"ʕeži, očordiyu",Phonemic
14-140-42-1,hinu1240,Hinuq,1207,бахІарав,CyrillTrans,young,,,"baħaraw, ʕoloqanaw",Phonemic
14-140-42-3,hinu1240,Hinuq,1207,гІолохъанав,CyrillTrans,young,,,"baħaraw, ʕoloqanaw",Phonemic
14-120-42-1,hinu1240,Hinuq,1789,гІасру,CyrillTrans,age,,,ʕasru,Phonemic
14-130-42-1,hinu1240,Hinuq,1231,эцІендийу,CyrillTrans,new,,,ecʼendiyu,Phonemic
14-110-42-1,hinu1240,Hinuq,892,заман,CyrillTrans,time,,,"zaman, mix",Phonemic
14-110-42-3,hinu1240,Hinuq,892,мих,CyrillTrans,time,,,"zaman, mix",Phonemic
13-440-42-1,hinu1240,Hinuq,417,лъорах,CyrillTrans,three times,,,"ɬorax, ɬox",Phonemic
13-440-42-3,hinu1240,Hinuq,417,лъох,CyrillTrans,three times,,,"ɬorax, ɬox",Phonemic
13-420-42-1,hinu1240,Hinuq,1859,лъорас,CyrillTrans,third,,,"ɬoras, ɬono eƛa",Phonemic
