ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-54-1,inxo1238,Khwarshi (Inkhokvari dialect),1852,нагагьи-балагьи,CyrillTrans,often,,,nagahi-balahi,Phonemic
14-310-54-1,inxo1238,Khwarshi (Inkhokvari dialect),1676,итон,CyrillTrans,always,,,iton,Phonemic
14-290-54-1,inxo1238,Khwarshi (Inkhokvari dialect),790,хІадурав,CyrillTrans,ready,,,ħaduraw,Phonemic
14-280-54-1,inxo1238,Khwarshi (Inkhokvari dialect),1928,лечха,CyrillTrans,"cease, stop",,,"lečxa, bečča",Phonemic
14-280-54-3,inxo1238,Khwarshi (Inkhokvari dialect),1928,бечча,CyrillTrans,"cease, stop",,,"lečxa, bečča",Phonemic
14-270-54-1,inxo1238,Khwarshi (Inkhokvari dialect),1766,лъихъа,CyrillTrans,finish,,,ɬiqa,Phonemic
14-260-54-1,inxo1238,Khwarshi (Inkhokvari dialect),743,лъихъа,CyrillTrans,end (temporal),,,ɬiqa,Phonemic
14-252-54-1,inxo1238,Khwarshi (Inkhokvari dialect),1186,лихалаха,CyrillTrans,"last, endure",,,lixalaxa,Phonemic
14-250-54-1,inxo1238,Khwarshi (Inkhokvari dialect),1806,байбихьида,CyrillTrans,"begin, beginning",,,"baybix̌ida, baybix̌i",Phonemic
14-250-54-3,inxo1238,Khwarshi (Inkhokvari dialect),1806,байбихьи,CyrillTrans,"begin, beginning",,,"baybix̌ida, baybix̌i",Phonemic
14-240-54-1,inxo1238,Khwarshi (Inkhokvari dialect),425,гьалийахва,CyrillTrans,"retard, delay",,,haliyaxʷa,Phonemic
14-230-54-1,inxo1238,Khwarshi (Inkhokvari dialect),754,цІокьа,CyrillTrans,"hasten, hurry",,,cʼoƛ̄ʼa,Phonemic
14-220-54-1,inxo1238,Khwarshi (Inkhokvari dialect),701,гьалийохху,CyrillTrans,slow,,,haliyoxхu,Phonemic
14-210-54-1,inxo1238,Khwarshi (Inkhokvari dialect),1631,хахилъин,CyrillTrans,"swift, fast, quick",,,xaxiɬin,Phonemic
14-190-54-1,inxo1238,Khwarshi (Inkhokvari dialect),1963,гьалийахин,CyrillTrans,immediately,,,haliyaxin,Phonemic
14-180-54-1,inxo1238,Khwarshi (Inkhokvari dialect),1376,гьобийе,CyrillTrans,now,,,hobiyе,Phonemic
