ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-529-1,ixre1238,Rutul (Mukhrek) dialect,1852,кІыб-кІыб,CyrillTrans,often,,,kʼɨb-kʼɨb,Phonemic
14-310-529-1,ixre1238,Rutul (Mukhrek) dialect,1676,гьаІммише,CyrillTrans,always,,,haˤmmiše,Phonemic
14-290-529-1,ixre1238,Rutul (Mukhrek) dialect,790,гьазырды,CyrillTrans,ready,,,hazɨrdɨ,Phonemic
14-280-529-1,ixre1238,Rutul (Mukhrek) dialect,1928,лузан,CyrillTrans,"cease, stop",,,"luzan, luzun, hɨʔɨn",Phonemic
14-280-529-3,ixre1238,Rutul (Mukhrek) dialect,1928,лузун,CyrillTrans,"cease, stop",,,"luzan, luzun, hɨʔɨn",Phonemic
14-280-529-5,ixre1238,Rutul (Mukhrek) dialect,1928,гьыъын,CyrillTrans,"cease, stop",,,"luzan, luzun, hɨʔɨn",Phonemic
14-270-529-1,ixre1238,Rutul (Mukhrek) dialect,1766,лаъатІа гьыъын,CyrillTrans,finish,,,laʔatʼa hɨʔɨn,Phonemic
14-260-529-1,ixre1238,Rutul (Mukhrek) dialect,743,лаатІун,CyrillTrans,end (temporal),,,lātʼun,Phonemic
14-252-529-1,ixre1238,Rutul (Mukhrek) dialect,1186,ладжатІун,CyrillTrans,"last, endure",,,"laǯatʼun, luǯuzun",Phonemic
14-252-529-3,ixre1238,Rutul (Mukhrek) dialect,1186,луджузун,CyrillTrans,"last, endure",,,"laǯatʼun, luǯuzun",Phonemic
14-250-529-1,ixre1238,Rutul (Mukhrek) dialect,1806,каІчІун,CyrillTrans,"begin, beginning",,,"kaˤčʼun, bešlemiš hɨʔɨn",Phonemic
14-250-529-3,ixre1238,Rutul (Mukhrek) dialect,1806,бешлемиш гьыъын,CyrillTrans,"begin, beginning",,,"kaˤčʼun, bešlemiš hɨʔɨn",Phonemic
14-240-529-1,ixre1238,Rutul (Mukhrek) dialect,425,хакьын,CyrillTrans,"retard, delay",,,"xaqʼɨn, luza hɨʔɨn",Phonemic
14-240-529-3,ixre1238,Rutul (Mukhrek) dialect,425,луза гьыъын,CyrillTrans,"retard, delay",,,"xaqʼɨn, luza hɨʔɨn",Phonemic
14-230-529-1,ixre1238,Rutul (Mukhrek) dialect,754,телесмиш йишин,CyrillTrans,"hasten, hurry",,,telesmiš yišin,Phonemic
14-220-529-1,ixre1238,Rutul (Mukhrek) dialect,701,явашды,CyrillTrans,slow,,,yawašdɨ,Phonemic
14-210-529-1,ixre1238,Rutul (Mukhrek) dialect,1631,дирибашды,CyrillTrans,"swift, fast, quick",,,diribašdɨ,Phonemic
14-190-529-1,ixre1238,Rutul (Mukhrek) dialect,1963,буссагьаІт,CyrillTrans,immediately,,,bus̄ahaˤt,Phonemic
14-180-529-1,ixre1238,Rutul (Mukhrek) dialect,1376,буссагьаІт,CyrillTrans,now,,,bus̄ahaˤt,Phonemic
14-170-529-1,ixre1238,Rutul (Mukhrek) dialect,477,ихьаІ,CyrillTrans,late,,,ix̌aˤ,Phonemic
14-160-529-1,ixre1238,Rutul (Mukhrek) dialect,672,кІыбды,CyrillTrans,early,,,kʼɨbdɨ,Phonemic
14-150-529-1,ixre1238,Rutul (Mukhrek) dialect,1229,кьаІсды,CyrillTrans,old,,,qʼaˤsdɨ,Phonemic
14-140-529-1,ixre1238,Rutul (Mukhrek) dialect,1207,джигьил,CyrillTrans,young,,,ǯihil,Phonemic
14-120-529-1,ixre1238,Rutul (Mukhrek) dialect,1789,еш,CyrillTrans,age,,,"yeš, esr",Phonemic
14-120-529-3,ixre1238,Rutul (Mukhrek) dialect,1789,эср,CyrillTrans,age,,,"yeš, esr",Phonemic
14-130-529-1,ixre1238,Rutul (Mukhrek) dialect,1231,цІинды,CyrillTrans,new,,,cʼindɨ,Phonemic
14-110-529-1,ixre1238,Rutul (Mukhrek) dialect,892,вахт,CyrillTrans,time,,,waxt,Phonemic
13-440-529-1,ixre1238,Rutul (Mukhrek) dialect,417,хьиба хылис,CyrillTrans,three times,,,x̌iba xɨlis,Phonemic
13-420-529-1,ixre1238,Rutul (Mukhrek) dialect,1859,хьибырхьусды,CyrillTrans,third,,,x̌ibɨrx̌usdɨ,Phonemic
13-380-529-1,ixre1238,Rutul (Mukhrek) dialect,1546,кьуІне хылис,CyrillTrans,two times,,,qʼuˤne xɨlis,Phonemic
13-370-529-1,ixre1238,Rutul (Mukhrek) dialect,1888,архад,CyrillTrans,pair,,,"arxad, čut",Phonemic
13-370-529-3,ixre1238,Rutul (Mukhrek) dialect,1888,чут,CyrillTrans,pair,,,"arxad, čut",Phonemic
13-360-529-1,ixre1238,Rutul (Mukhrek) dialect,1384,кьверхьусды,CyrillTrans,second,,,qʼʷerx̌usdɨ,Phonemic
