ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-519-1,kumy1244,Kumyk (Dorgeli dialect),1852,коп керен,CyrillTrans,often,,,kop kеrеn,Phonemic
14-310-519-1,kumy1244,Kumyk (Dorgeli dialect),1676,гьар заман,CyrillTrans,always,,,har zaman,Phonemic
14-290-519-1,kumy1244,Kumyk (Dorgeli dialect),790,гьазир,CyrillTrans,ready,,,hazir,Phonemic
14-280-519-1,kumy1244,Kumyk (Dorgeli dialect),1928,токътатмакъ,CyrillTrans,"cease, stop",,,toqtatmaq,Phonemic
14-270-519-1,kumy1244,Kumyk (Dorgeli dialect),1766,битдирмакъ,CyrillTrans,finish,,,bitdirmaq,Phonemic
14-260-519-1,kumy1244,Kumyk (Dorgeli dialect),743,битмакъ,CyrillTrans,end (temporal),,,"bitmaq, bitdirmaq",Phonemic
14-260-519-3,kumy1244,Kumyk (Dorgeli dialect),743,битдирмакъ,CyrillTrans,end (temporal),,,"bitmaq, bitdirmaq",Phonemic
14-252-519-1,kumy1244,Kumyk (Dorgeli dialect),1186,узатмакъ,CyrillTrans,"last, endure",,,uzatmaq,Phonemic
14-250-519-1,kumy1244,Kumyk (Dorgeli dialect),1806,башин,CyrillTrans,"begin, beginning",,,"bašin, bašlyamaq",Phonemic
14-250-519-3,kumy1244,Kumyk (Dorgeli dialect),1806,башлямакъ,CyrillTrans,"begin, beginning",,,"bašin, bašlyamaq",Phonemic
14-240-519-1,kumy1244,Kumyk (Dorgeli dialect),425,токътатмакъ,CyrillTrans,"retard, delay",,,"toqtatmaq, qaldɨrmaq",Phonemic
14-240-519-3,kumy1244,Kumyk (Dorgeli dialect),425,къалдырмакъ,CyrillTrans,"retard, delay",,,"toqtatmaq, qaldɨrmaq",Phonemic
14-230-519-1,kumy1244,Kumyk (Dorgeli dialect),754,алгъасамакъ,CyrillTrans,"hasten, hurry",,,alɣasamaq,Phonemic
14-220-519-1,kumy1244,Kumyk (Dorgeli dialect),701,аста,CyrillTrans,slow,,,asta,Phonemic
14-210-519-1,kumy1244,Kumyk (Dorgeli dialect),1631,чалт,CyrillTrans,"swift, fast, quick",,,čalt,Phonemic
14-190-519-1,kumy1244,Kumyk (Dorgeli dialect),1963,алгъасавлу,CyrillTrans,immediately,,,alɣasawlu,Phonemic
14-180-519-1,kumy1244,Kumyk (Dorgeli dialect),1376,буссагьат,CyrillTrans,now,,,bus̄ahat,Phonemic
14-170-519-1,kumy1244,Kumyk (Dorgeli dialect),477,геч,CyrillTrans,late,,,gеč,Phonemic
14-160-519-1,kumy1244,Kumyk (Dorgeli dialect),672,тез,CyrillTrans,early,,,tеz,Phonemic
14-150-519-1,kumy1244,Kumyk (Dorgeli dialect),1229,къарт,CyrillTrans,old,,,"qart, eski",Phonemic
14-150-519-3,kumy1244,Kumyk (Dorgeli dialect),1229,эски,CyrillTrans,old,,,"qart, eski",Phonemic
14-140-519-1,kumy1244,Kumyk (Dorgeli dialect),1207,жагьиль,CyrillTrans,young,,,ǯahilj,Phonemic
14-120-519-1,kumy1244,Kumyk (Dorgeli dialect),1789,асру,CyrillTrans,age,,,"asru, ömur, yuz yɨl",Phonemic
14-120-519-3,kumy1244,Kumyk (Dorgeli dialect),1789,оьмур,CyrillTrans,age,,,"asru, ömur, yuz yɨl",Phonemic
14-120-519-5,kumy1244,Kumyk (Dorgeli dialect),1789,юз йыл,CyrillTrans,age,,,"asru, ömur, yuz yɨl",Phonemic
14-130-519-1,kumy1244,Kumyk (Dorgeli dialect),1231,янгы,CyrillTrans,new,,,yaŋɨ,Phonemic
14-110-519-1,kumy1244,Kumyk (Dorgeli dialect),892,заман,CyrillTrans,time,,,zaman,Phonemic
13-440-519-1,kumy1244,Kumyk (Dorgeli dialect),417,уьч керен,CyrillTrans,three times,,,üč kеrеn,Phonemic
13-420-519-1,kumy1244,Kumyk (Dorgeli dialect),1859,уьчунчу,CyrillTrans,third,,,üčunču,Phonemic
13-380-519-1,kumy1244,Kumyk (Dorgeli dialect),1546,эки керен,CyrillTrans,two times,,,eki kеrеn,Phonemic
13-370-519-1,kumy1244,Kumyk (Dorgeli dialect),1888,жут,CyrillTrans,pair,,,"ǯut, birčе",Phonemic
13-370-519-3,kumy1244,Kumyk (Dorgeli dialect),1888,бирче,CyrillTrans,pair,,,"ǯut, birčе",Phonemic
13-360-519-1,kumy1244,Kumyk (Dorgeli dialect),1384,экинчи,CyrillTrans,second,,,ekinči,Phonemic
13-350-519-1,kumy1244,Kumyk (Dorgeli dialect),1529,ахырынчы,CyrillTrans,last,,,axɨrɨnčɨ,Phonemic
13-340-519-1,kumy1244,Kumyk (Dorgeli dialect),728,биринчи,CyrillTrans,first,,,birinči,Phonemic
13-330-519-1,kumy1244,Kumyk (Dorgeli dialect),1580,биргине бир,CyrillTrans,"alone, only",,,birginе bir,Phonemic
13-240-519-1,kumy1244,Kumyk (Dorgeli dialect),816,яртысы,CyrillTrans,half,,,yartɨsɨ,Phonemic
13-230-519-1,kumy1244,Kumyk (Dorgeli dialect),779,гесек,CyrillTrans,"part, piece",,,"gеsеk, pay",Phonemic
13-230-519-3,kumy1244,Kumyk (Dorgeli dialect),779,пай,CyrillTrans,"part, piece",,,"gеsеk, pay",Phonemic
13-220-519-1,kumy1244,Kumyk (Dorgeli dialect),1624,бош,CyrillTrans,empty,,,boš,Phonemic
13-210-519-1,kumy1244,Kumyk (Dorgeli dialect),1429,толгъан,CyrillTrans,full,,,tolɣan,Phonemic
13-190-519-1,kumy1244,Kumyk (Dorgeli dialect),2023,коплукъ,CyrillTrans,"multitude, crowd",,,"kopluq, kop sanawda",Phonemic
13-190-519-3,kumy1244,Kumyk (Dorgeli dialect),2023,коп санавда,CyrillTrans,"multitude, crowd",,,"kopluq, kop sanawda",Phonemic
13-181-519-1,kumy1244,Kumyk (Dorgeli dialect),1241,бир нече,CyrillTrans,some,,,bir nеčе,Phonemic
13-170-519-1,kumy1244,Kumyk (Dorgeli dialect),1242,аз,CyrillTrans,"little (quantity), few",,,az,Phonemic
13-180-519-1,kumy1244,Kumyk (Dorgeli dialect),1881,таманчакъы,CyrillTrans,enough,,,tamančaqɨ,Phonemic
13-160-519-1,kumy1244,Kumyk (Dorgeli dialect),1992,коп,CyrillTrans,more,,,kop,Phonemic
13-150-519-1,kumy1244,Kumyk (Dorgeli dialect),1198,коп,CyrillTrans,"much, many",,,kop,Phonemic
13-140-519-1,kumy1244,Kumyk (Dorgeli dialect),98,барыда,CyrillTrans,"every, all",,,"barɨda, bit̄i",Phonemic
13-140-519-3,kumy1244,Kumyk (Dorgeli dialect),98,битти,CyrillTrans,"every, all",,,"barɨda, bit̄i",Phonemic
13-107-519-1,kumy1244,Kumyk (Dorgeli dialect),1420,санамакъ,CyrillTrans,count,,,sanamaq,Phonemic
13-106-519-1,kumy1244,Kumyk (Dorgeli dialect),1843,минг,CyrillTrans,thousand,,,miŋ,Phonemic
13-105-519-1,kumy1244,Kumyk (Dorgeli dialect),1634,юз,CyrillTrans,hundred,,,yuz,Phonemic
13-104-519-1,kumy1244,Kumyk (Dorgeli dialect),1710,йигирма,CyrillTrans,twenty,,,yigirma,Phonemic
13-103-519-1,kumy1244,Kumyk (Dorgeli dialect),1709,он беш,CyrillTrans,fifteen,,,on bеš,Phonemic
13-102-519-1,kumy1244,Kumyk (Dorgeli dialect),1707,он эки,CyrillTrans,twelve,,,on eki,Phonemic
13-101-519-1,kumy1244,Kumyk (Dorgeli dialect),1706,он бир,CyrillTrans,eleven,,,on bir,Phonemic
13-100-519-1,kumy1244,Kumyk (Dorgeli dialect),1515,он,CyrillTrans,ten,,,on,Phonemic
13-90-519-1,kumy1244,Kumyk (Dorgeli dialect),1483,тогъуз,CyrillTrans,nine,,,toɣuz,Phonemic
13-80-519-1,kumy1244,Kumyk (Dorgeli dialect),1705,сегиз,CyrillTrans,eight,,,sеgiz,Phonemic
13-70-519-1,kumy1244,Kumyk (Dorgeli dialect),1704,етти,CyrillTrans,seven,,,yеt̄i,Phonemic
13-60-519-1,kumy1244,Kumyk (Dorgeli dialect),1703,алты,CyrillTrans,six,,,altɨ,Phonemic
13-50-519-1,kumy1244,Kumyk (Dorgeli dialect),493,беш,CyrillTrans,five,,,bеš,Phonemic
13-40-519-1,kumy1244,Kumyk (Dorgeli dialect),1500,дорт,CyrillTrans,four,,,dort,Phonemic
13-20-519-1,kumy1244,Kumyk (Dorgeli dialect),1498,эки,CyrillTrans,two,,,eki,Phonemic
13-30-519-1,kumy1244,Kumyk (Dorgeli dialect),492,уьч,CyrillTrans,three,,,üč,Phonemic
13-10-519-1,kumy1244,Kumyk (Dorgeli dialect),1493,бир,CyrillTrans,one,,,bir,Phonemic
13-0-519-1,kumy1244,Kumyk (Dorgeli dialect),1294,ноль,CyrillTrans,"zero, nothing",,,nolj,Phonemic
12-930-519-1,kumy1244,Kumyk (Dorgeli dialect),1264,алыштырмакъ,CyrillTrans,change,,,"alɨštɨrmaq, alɨšdɨrmaq",Phonemic
12-930-519-3,kumy1244,Kumyk (Dorgeli dialect),1264,алышдырмакъ,CyrillTrans,change,,,"alɨštɨrmaq, alɨšdɨrmaq",Phonemic
12-920-519-1,kumy1244,Kumyk (Dorgeli dialect),1558,ушашли,CyrillTrans,"like, similar",,,ušašli,Phonemic
12-840-519-1,kumy1244,Kumyk (Dorgeli dialect),1048,гьиз,CyrillTrans,line,,,"hiz, yiz",Phonemic
12-840-519-3,kumy1244,Kumyk (Dorgeli dialect),1048,йиз,CyrillTrans,line,,,"hiz, yiz",Phonemic
12-850-519-1,kumy1244,Kumyk (Dorgeli dialect),1667,тешик,CyrillTrans,hole,,,tеšik,Phonemic
12-830-519-1,kumy1244,Kumyk (Dorgeli dialect),1845,шар,CyrillTrans,"sphere, ball",,,šar,Phonemic
12-810-519-1,kumy1244,Kumyk (Dorgeli dialect),1395,догерек,CyrillTrans,round,,,"dogеrеk, dеgеrеk",Phonemic
12-810-519-3,kumy1244,Kumyk (Dorgeli dialect),1395,дегерек,CyrillTrans,round,,,"dogеrеk, dеgеrеk",Phonemic
12-820-519-1,kumy1244,Kumyk (Dorgeli dialect),1467,догерек,CyrillTrans,circle,,,dogеrеk,Phonemic
12-780-519-1,kumy1244,Kumyk (Dorgeli dialect),850,дорт кул,CyrillTrans,square,,,dort kul,Phonemic
12-770-519-1,kumy1244,Kumyk (Dorgeli dialect),1367,бельги,CyrillTrans,cross,,,beljgi,Phonemic
12-760-519-1,kumy1244,Kumyk (Dorgeli dialect),192,муюш,CyrillTrans,corner,,,muyuš,Phonemic
12-750-519-1,kumy1244,Kumyk (Dorgeli dialect),1071,къармакъ,CyrillTrans,hook,,,qarmaq,Phonemic
12-740-519-1,kumy1244,Kumyk (Dorgeli dialect),297,къынгъыр,CyrillTrans,crooked,,,qɨnɣɨr,Phonemic
12-730-519-1,kumy1244,Kumyk (Dorgeli dialect),1404,туз,CyrillTrans,straight,,,tuz,Phonemic
12-710-519-1,kumy1244,Kumyk (Dorgeli dialect),1633,джапа,CyrillTrans,flat,,,ǯapa,Phonemic
12-680-519-1,kumy1244,Kumyk (Dorgeli dialect),193,увакъ,CyrillTrans,shallow,,,uwaq,Phonemic
12-670-519-1,kumy1244,Kumyk (Dorgeli dialect),1593,теран,CyrillTrans,deep,,,tеran,Phonemic
12-650-519-1,kumy1244,Kumyk (Dorgeli dialect),2249,назик,CyrillTrans,thin (in dimension),,,nazik,Phonemic
12-630-519-1,kumy1244,Kumyk (Dorgeli dialect),1244,базыкъ,CyrillTrans,thick (in dimension),,,bazɨq,Phonemic
12-620-519-1,kumy1244,Kumyk (Dorgeli dialect),1267,тар,CyrillTrans,narrow,,,tar,Phonemic
12-610-519-1,kumy1244,Kumyk (Dorgeli dialect),1243,генг,CyrillTrans,"wide, broad",,,gеŋ,Phonemic
12-590-519-1,kumy1244,Kumyk (Dorgeli dialect),1645,къыскъа,CyrillTrans,short,,,qɨsqa,Phonemic
12-580-519-1,kumy1244,Kumyk (Dorgeli dialect),711,бийик,CyrillTrans,tall,,,biyik,Phonemic
12-570-519-1,kumy1244,Kumyk (Dorgeli dialect),1203,узун,CyrillTrans,long,,,uzun,Phonemic
12-560-519-1,kumy1244,Kumyk (Dorgeli dialect),1246,гиччи,CyrillTrans,"small, little",,,gič̄i,Phonemic
12-550-519-1,kumy1244,Kumyk (Dorgeli dialect),1202,уллу,CyrillTrans,"large, big",,,ullu,Phonemic
12-540-519-1,kumy1244,Kumyk (Dorgeli dialect),1506,олчемек,CyrillTrans,measure,,,olčеmеk,Phonemic
12-530-519-1,kumy1244,Kumyk (Dorgeli dialect),479,осмек,CyrillTrans,grow,,,osmеk,Phonemic
12-480-519-1,kumy1244,Kumyk (Dorgeli dialect),1595,къабла,CyrillTrans,south,,,qabla,Phonemic
12-470-519-1,kumy1244,Kumyk (Dorgeli dialect),1598,темиркъазыкъ,CyrillTrans,north,,,tеmirqazɨq,Phonemic
12-460-519-1,kumy1244,Kumyk (Dorgeli dialect),1817,гун батыш,CyrillTrans,west,,,gun batɨš,Phonemic
12-450-519-1,kumy1244,Kumyk (Dorgeli dialect),1877,гун,CyrillTrans,east,,,"gun, čɨɣɨš",Phonemic
12-450-519-3,kumy1244,Kumyk (Dorgeli dialect),1877,чыгъыш,CyrillTrans,east,,,"gun, čɨɣɨš",Phonemic
12-430-519-1,kumy1244,Kumyk (Dorgeli dialect),1942,къырийинна,CyrillTrans,near (adv),,,qɨriyinna,Phonemic
12-440-519-1,kumy1244,Kumyk (Dorgeli dialect),1406,йиракъда,CyrillTrans,far (adv),,,yiraqda,Phonemic
12-420-519-1,kumy1244,Kumyk (Dorgeli dialect),244,сол,CyrillTrans,left (side),,,sol,Phonemic
12-410-519-1,kumy1244,Kumyk (Dorgeli dialect),1019,онг,CyrillTrans,right (side),,,oŋ,Phonemic
12-370-519-1,kumy1244,Kumyk (Dorgeli dialect),1093,ортасы,CyrillTrans,"middle, center",,,ortasɨ,Phonemic
