ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-248-1,epen1239,Epena,1852,i'pʰii,Phonemic,often,,Latter is 'habitual' affix.,,
14-320-248-3,epen1239,Epena,1852,-pa,Phonemic,often,,Latter is 'habitual' affix.,,
14-310-248-1,epen1239,Epena,1676,i'čita,Phonemic,always,,,,
14-290-248-1,epen1239,Epena,790,'mera,Phonemic,ready,,,,
14-280-248-1,epen1239,Epena,1928,bai nɨbee-,Phonemic,"cease, stop",,,,
14-270-248-1,epen1239,Epena,1766,aupa-,Phonemic,finish,,,,
14-260-248-1,epen1239,Epena,743,hõ-,Phonemic,end (temporal),,,,
14-252-248-1,epen1239,Epena,1186,čoo-,Phonemic,"last, endure",,,,
14-250-248-1,epen1239,Epena,1806,e'waa,Phonemic,"begin, beginning",,,,
14-240-248-1,epen1239,Epena,425,taarã-,Phonemic,"retard, delay",,,,
14-230-248-1,epen1239,Epena,754,isa'pai,Phonemic,"hasten, hurry",,,,
14-220-248-1,epen1239,Epena,701,pia'kʰãa,Phonemic,slow,,,,
14-210-248-1,epen1239,Epena,1631,isa'pai,Phonemic,"swift, fast, quick",,Respectively: 'do something fast'; 'something that moves fast'.,,
14-210-248-3,epen1239,Epena,1631,kʰapʰi'pʰia,Phonemic,"swift, fast, quick",,Respectively: 'do something fast'; 'something that moves fast'.,,
14-190-248-1,epen1239,Epena,1963,ara'mata,Phonemic,immediately,,,,
14-180-248-1,epen1239,Epena,1376,ĩ'ra,Phonemic,now,,,,
14-180-248-3,epen1239,Epena,1376,ĩra-'weda,Phonemic,now,,,,
14-170-248-1,epen1239,Epena,477,kʰe'wara,Phonemic,late,,Latter refers to later in the day.,,
14-170-248-3,epen1239,Epena,477,'nade,Phonemic,late,,Latter refers to later in the day.,,
14-160-248-1,epen1239,Epena,672,ã'sa,Phonemic,early,,Means early in the day.,,
14-150-248-1,epen1239,Epena,1229,či'sore,Phonemic,old,,Respectively: 'used; mature (plant)'.,,
14-150-248-3,epen1239,Epena,1229,či'wari,Phonemic,old,,Respectively: 'used; mature (plant)'.,,
14-140-248-1,epen1239,Epena,1207,e'wa warida,Phonemic,young,,Lit. 'recently grown'.,,
14-130-248-1,epen1239,Epena,1231,či'widi,Phonemic,new,,,,
13-440-248-1,epen1239,Epena,417,'tau õ'pee,Phonemic,three times,,Lit. 'round-unit three'.,,
13-380-248-1,epen1239,Epena,1546,'tau o'me,Phonemic,two times,,Lit. 'round-unit two'.,,
13-350-248-1,epen1239,Epena,1529,'tʰẽe,Phonemic,last,,"The latter, lit. 'last-origin'.",,
13-350-248-3,epen1239,Epena,1529,tʰẽe-'pema,Phonemic,last,,"The latter, lit. 'last-origin'.",,
13-340-248-1,epen1239,Epena,728,'naa,Phonemic,first,,"The latter, lit. 'first-origin'.",,
13-340-248-3,epen1239,Epena,728,naa-'pema,Phonemic,first,,"The latter, lit. 'first-origin'.",,
13-330-248-1,epen1239,Epena,1580,i'tuaba,Phonemic,"alone, only",,,,
13-330-248-3,epen1239,Epena,1580,-au'pai,Phonemic,"alone, only",,,,
13-330-248-5,epen1239,Epena,1580,-'pai,Phonemic,"alone, only",,,,
13-240-248-1,epen1239,Epena,816,e'sa,Phonemic,half,,Lit. 'half-equal'. Also esa'hĩakʰa.,,
13-240-248-3,epen1239,Epena,816,esa-'ʔaukʰa,Phonemic,half,,Lit. 'half-equal'. Also esa'hĩakʰa.,,
13-230-248-1,epen1239,Epena,779,'pite,Phonemic,"part, piece",,,,
13-220-248-1,epen1239,Epena,1624,ara-hã'ga,Phonemic,empty,,,,
13-220-248-3,epen1239,Epena,1624,ara-'hãa,Phonemic,empty,,,,
13-210-248-1,epen1239,Epena,1429,i'puru,Phonemic,full,,"A full stomach is (bi)hã'wãa, '(belly) full'.",,
13-190-248-1,epen1239,Epena,2023,see-,Phonemic,"multitude, crowd",,Means 'congregate'.,,
13-181-248-1,epen1239,Epena,1241,ũ'kʰuru,Phonemic,some,,,,
13-170-248-1,epen1239,Epena,1242,makʰɨara-'ʔe,Phonemic,"little (quantity), few",,"Both, lit. 'many-negative'.",,
13-170-248-3,epen1239,Epena,1242,čokʰara-'ʔe,Phonemic,"little (quantity), few",,"Both, lit. 'many-negative'.",,
13-180-248-1,epen1239,Epena,1881,hãga-'pai,Phonemic,enough,,Lit. 'like.that-only'.,,
13-160-248-1,epen1239,Epena,1992,'waa,Phonemic,more,,,,
13-150-248-1,epen1239,Epena,1198,čo'kʰara,Phonemic,"much, many",,,,
13-140-248-1,epen1239,Epena,98,'čaa,Phonemic,"every, all",,,,
13-140-248-3,epen1239,Epena,98,'hõma-'weda,Phonemic,"every, all",,,,
13-107-248-1,epen1239,Epena,1420,huasia-,Phonemic,count,,,,
13-106-248-1,epen1239,Epena,1843,u'rutʰa 'kʰɨmɨ 'aba,Phonemic,thousand,,"A money term, lit. 'thousand.peso.palm racim one'.",,
13-105-248-1,epen1239,Epena,1634,be'dama 'aba,Phonemic,hundred,,"A money term, lit. 'wrapped.up one'.",,
13-104-248-1,epen1239,Epena,1710,kʰa'pʰɨa 'aba,Phonemic,twenty,,"Means one person, lit. 'body one'",,
13-100-248-1,epen1239,Epena,1515,'hua o'me hõ,Phonemic,ten,,Lit. 'hand two finish'.,,
13-50-248-1,epen1239,Epena,493,hoiso'maa,Phonemic,five,,,,
13-40-248-1,epen1239,Epena,1500,kʰi'mari,Phonemic,four,,,,
13-20-248-1,epen1239,Epena,1498,o'me,Phonemic,two,,,,
13-30-248-1,epen1239,Epena,492,õ'pee,Phonemic,three,,,,
