ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-826-1,mali1278,Malieng,1852,haj.44,phonetic,often,,,,
14-310-826-1,mali1278,Malieng,1676,bɨə:.434 mo:.33,phonetic,always,,,,
14-310-826-2,mali1278,Malieng,1676,bu:o:j.434 mo:.22,phonetic,always,,,,
14-280-826-1,mali1278,Malieng,1928,a:ŋɨ̯a:h.14,phonetic,"cease, stop",,,,
14-270-826-1,mali1278,Malieng,1766,sɔŋ#.33,phonetic,finish,,,,
14-260-826-1,mali1278,Malieng,743,ku:o:j.41ʔ,phonetic,end (temporal),,,,
14-260-826-2,mali1278,Malieng,743,he:t.14,phonetic,end (temporal),,,,
14-252-826-1,mali1278,Malieng,1186,ti:e:p.14 tuk#.41,phonetic,"last, endure",,,,
14-250-826-1,mali1278,Malieng,1806,bat.13 dəw.33,phonetic,"begin, beginning",,,,
14-240-826-1,mali1278,Malieng,425,mi:̯e:.44 tə:ṭa:j.14,phonetic,"retard, delay",,,,
14-240-826-2,mali1278,Malieng,425,mɨə:n.41ʔ,phonetic,"retard, delay",,,,
14-230-826-1,mali1278,Malieng,754,a:pək.33,phonetic,"hasten, hurry",,,,
14-220-826-1,mali1278,Malieng,701,ke:m.22,phonetic,slow,,,,
14-210-826-1,mali1278,Malieng,1631,lań.43,phonetic,"swift, fast, quick",,,,
14-190-826-1,mali1278,Malieng,1963,ŋaj.33 kw.33 nj.33,phonetic,immediately,,,,
14-180-826-1,mali1278,Malieng,1376,bu:o:j.434 nj.33,phonetic,now,,,,
14-170-826-1,mali1278,Malieng,477,klɨə:.44,phonetic,late,,,,
14-160-826-1,mali1278,Malieng,672,khə:m.14,phonetic,early,,,,
14-150-826-1,mali1278,Malieng,1229,kə:ɣa:.33,phonetic,old,,,,
14-140-826-1,mali1278,Malieng,1207,nnɛ.33,phonetic,young,,,,
14-120-826-1,mali1278,Malieng,1789,tu:o:j.434,phonetic,age,,,,
14-130-826-1,mali1278,Malieng,1231,bə:j.41ʔ,phonetic,new,,,,
14-110-826-1,mali1278,Malieng,892,zə:ɨ̯.33,phonetic,time,,,,
13-440-826-1,mali1278,Malieng,417,pa:.43 lən.33,phonetic,three times,,,,
13-420-826-1,mali1278,Malieng,1859,thɨ.14 pa:.43,phonetic,third,,,,
13-380-826-1,mali1278,Malieng,1546,ha:'ɨ̯.33 lən.33,phonetic,two times,,,,
13-370-826-1,mali1278,Malieng,1888,do:j.33,phonetic,pair,,,,
13-360-826-1,mali1278,Malieng,1384,thɨ.14 ha:'w.33,phonetic,second,,,,
13-350-826-1,mali1278,Malieng,1529,ka:səw.41ʔ,phonetic,last,,,,
13-340-826-1,mali1278,Malieng,728,dəw.33 ti:cn.44,phonetic,first,,,,
13-330-826-1,mali1278,Malieng,1580,kɔ:.35 mu:ɦc.44 ŋa:j.55,phonetic,"alone, only",,,,
13-330-826-2,mali1278,Malieng,1580,kɔ:.14 mu:ɦc.44,phonetic,"alone, only",,,,
13-240-826-1,mali1278,Malieng,816,pa:də:.41ʔ,phonetic,half,,,,
13-230-826-1,mali1278,Malieng,779,phən.44,phonetic,"part, piece",,,,
13-220-826-1,mali1278,Malieng,1624,to:ŋ.44 pho:ŋ.434,phonetic,empty,,,,
13-220-826-2,mali1278,Malieng,1624,kw.33 kho:'ŋ.44,phonetic,empty,,,,
13-210-826-1,mali1278,Malieng,1429,mlam.43,phonetic,full,,,,
13-190-826-1,mali1278,Malieng,2023,do:ŋ.44 mə:li::e:ŋ.33,phonetic,"multitude, crowd",,,,
13-181-826-1,mali1278,Malieng,1241,mo:t.51ʔ i:t.14,phonetic,some,,,,
13-181-826-2,mali1278,Malieng,1241,mo:t.41 tj.51ʔ,phonetic,some,,,,
13-181-826-3,mali1278,Malieng,1241,mo:t.53 so:.13,phonetic,some,,,,
13-170-826-1,mali1278,Malieng,1242,ku:ʔi:t.14,phonetic,"little (quantity), few",,,,
13-180-826-1,mali1278,Malieng,1881,təw.434,phonetic,enough,,,,
13-160-826-1,mali1278,Malieng,1992,ńi:w.33 hə:n.33,phonetic,more,,,,
13-160-826-2,mali1278,Malieng,1992,the:m.22,phonetic,more,,,,
13-150-826-1,mali1278,Malieng,1198,ńi:w.33,phonetic,"much, many",,,,
13-140-826-1,mali1278,Malieng,98,bən.224,phonetic,"every, all",,,,
13-107-826-1,mali1278,Malieng,1420,de:m.14,phonetic,count,,,,
13-106-826-1,mali1278,Malieng,1843,mo:t.33 ŋi:n.33,phonetic,thousand,,,,
13-105-826-1,mali1278,Malieng,1634,mo:t.33 klam.13,phonetic,hundred,,,,
13-104-826-1,mali1278,Malieng,1710,ha:j.33 cuk#.41,phonetic,twenty,,,,
13-103-826-1,mali1278,Malieng,1709,mɨə:j.33 lam.33,phonetic,fifteen,,,,
13-102-826-1,mali1278,Malieng,1707,mɨə:j.33 na:j.33,phonetic,twelve,,,,
13-101-826-1,mali1278,Malieng,1706,mɨə:j.33 mo:t.44,phonetic,eleven,,,,
13-100-826-1,mali1278,Malieng,1515,mɨə:j.33,phonetic,ten,,,,
12-930-826-1,mali1278,Malieng,1264,thaj.33 do:j.434,phonetic,change,,,,
12-920-826-1,mali1278,Malieng,1558,ka:co:'ŋ.14,phonetic,"like, similar",,,,
12-840-826-1,mali1278,Malieng,1048,tɨ̯a:ŋ.22,phonetic,line,,,,
12-850-826-1,mali1278,Malieng,1667,po:'ŋ.51ʔ,phonetic,hole,,,,
12-810-826-1,mali1278,Malieng,1395,klɔ:n.44,phonetic,round,,,,
12-820-826-1,mali1278,Malieng,1467,klɔ:n.33,phonetic,circle,,,,
12-780-826-1,mali1278,Malieng,850,ṭu:o:ŋ.44,phonetic,square,,,,
12-770-826-1,mali1278,Malieng,1367,pə:ŋa:ŋ.33,phonetic,cross,,,,
12-760-826-1,mali1278,Malieng,192,məm.33,phonetic,corner,,,,
12-750-826-1,mali1278,Malieng,1071,bɔ:'k.33,phonetic,hook,,,,
12-740-826-1,mali1278,Malieng,297,kəŋ#.33 kɔŋ#.22,phonetic,crooked,,,,
12-740-826-2,mali1278,Malieng,297,ʔu:̯an.33,phonetic,crooked,,,,
12-730-826-1,mali1278,Malieng,1404,thaŋ.434,phonetic,straight,,,,
12-710-826-1,mali1278,Malieng,1633,bɛp.53 bɛp.42,phonetic,flat,,,,
12-680-826-1,mali1278,Malieng,193,ka:n.51ʔ,phonetic,shallow,,,,
