ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-310-236-1,maor1246,Maori,1676,i ŋaa waa katoa,Phonemic,always,biggs1966;hohepa1967,,,
14-290-236-1,maor1246,Maori,790,rite,Phonemic,ready,biggs1966;hohepa1967,,,
14-290-236-3,maor1246,Maori,790,reri,Phonemic,ready,biggs1966;hohepa1967,,,
14-280-236-1,maor1246,Maori,1928,kaati,Phonemic,"cease, stop",biggs1966;hohepa1967,'Halt' is tuu; cf. 'stand'.,,
14-280-236-3,maor1246,Maori,1928,whaka-mutu-a,Phonemic,"cease, stop",biggs1966;hohepa1967,'Halt' is tuu; cf. 'stand'.,,
14-270-236-1,maor1246,Maori,1766,oti,Phonemic,finish,biggs1966;hohepa1967,,,
14-270-236-3,maor1246,Maori,1766,mutu,Phonemic,finish,biggs1966;hohepa1967,,,
14-270-236-5,maor1246,Maori,1766,whaka-mutu-a,Phonemic,finish,biggs1966;hohepa1967,,,
14-270-236-7,maor1246,Maori,1766,whaka-oti-a,Phonemic,finish,biggs1966;hohepa1967,,,
14-250-236-1,maor1246,Maori,1806,tiimata-ria,Phonemic,"begin, beginning",biggs1966;hohepa1967,,,
14-250-236-3,maor1246,Maori,1806,whaka-tiimata-ŋia,Phonemic,"begin, beginning",biggs1966;hohepa1967,,,
14-240-236-1,maor1246,Maori,425,whaka-roa-tia,Phonemic,"retard, delay",biggs1966;hohepa1967,,,
14-230-236-1,maor1246,Maori,754,hohoro,Phonemic,"hasten, hurry",biggs1966;hohepa1967,Also pooraŋi; kaikaa; pootatu; puuaaritarita; kaihoro(horo); taataakino.,,
14-230-236-3,maor1246,Maori,754,whaka-hohoro,Phonemic,"hasten, hurry",biggs1966;hohepa1967,Also pooraŋi; kaikaa; pootatu; puuaaritarita; kaihoro(horo); taataakino.,,
14-220-236-1,maor1246,Maori,701,roa,Phonemic,slow,biggs1966;hohepa1967,,,
14-220-236-3,maor1246,Maori,701,whaka-roa-tia,Phonemic,slow,biggs1966;hohepa1967,,,
14-220-236-5,maor1246,Maori,701,pooturi,Phonemic,slow,biggs1966;hohepa1967,,,
14-210-236-1,maor1246,Maori,1631,tere,Phonemic,"swift, fast, quick",biggs1966;hohepa1967,,,
14-210-236-3,maor1246,Maori,1631,au,Phonemic,"swift, fast, quick",biggs1966;hohepa1967,,,
14-210-236-5,maor1246,Maori,1631,taaheke,Phonemic,"swift, fast, quick",biggs1966;hohepa1967,,,
14-210-236-7,maor1246,Maori,1631,horo,Phonemic,"swift, fast, quick",biggs1966;hohepa1967,,,
14-210-236-9,maor1246,Maori,1631,hohoro,Phonemic,"swift, fast, quick",biggs1966;hohepa1967,,,
14-210-236-11,maor1246,Maori,1631,kakama,Phonemic,"swift, fast, quick",biggs1966;hohepa1967,,,
14-190-236-1,maor1246,Maori,1963,(n)aianei tonu,Phonemic,immediately,biggs1966;hohepa1967,,,
14-180-236-1,maor1246,Maori,1376,i-naianei,Phonemic,now,biggs1966;hohepa1967,,,
14-180-236-3,maor1246,Maori,1376,aakuanei,Phonemic,now,biggs1966;hohepa1967,,,
14-180-236-5,maor1246,Maori,1376,aianei,Phonemic,now,biggs1966;hohepa1967,,,
14-170-236-1,maor1246,Maori,477,too-muri,Phonemic,late,biggs1966;hohepa1967,,,
14-170-236-3,maor1246,Maori,477,tuureiti,Phonemic,late,biggs1966;hohepa1967,,,
14-160-236-1,maor1246,Maori,672,moata,Phonemic,early,biggs1966;hohepa1967,,,
14-150-236-1,maor1246,Maori,1229,tawhito,Phonemic,old,biggs1966;hohepa1967,,,
14-150-236-3,maor1246,Maori,1229,kaumaatua,Phonemic,old,biggs1966;hohepa1967,,,
14-150-236-5,maor1246,Maori,1229,koroheke,Phonemic,old,biggs1966;hohepa1967,,,
14-150-236-7,maor1246,Maori,1229,koroua,Phonemic,old,biggs1966;hohepa1967,,,
