ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-415-1,suii1243,Sui,1852,cap.8 si.2,Phonemic,often,,,,
14-320-415-3,suii1243,Sui,1852,ʔnam.3,Phonemic,often,,,,
14-310-415-1,suii1243,Sui,1676,cuŋ.6,Phonemic,always,,,,
14-310-415-3,suii1243,Sui,1676,ʔnam.3,Phonemic,always,,,,
14-290-415-1,suii1243,Sui,790,tum.3,Phonemic,ready,,,,
14-280-415-1,suii1243,Sui,1928,taŋ.4,Phonemic,"cease, stop",,,,
14-280-415-3,suii1243,Sui,1928,ʔni.3,Phonemic,"cease, stop",,,,
14-270-415-1,suii1243,Sui,1766,he.4 śin.1,Phonemic,finish,,,,
14-260-415-1,suii1243,Sui,743,ləŋ.4,Phonemic,end (temporal),,,,
14-260-415-3,suii1243,Sui,743,lət.7,Phonemic,end (temporal),,,,
14-252-415-1,suii1243,Sui,1186,ha:p.7,Phonemic,"last, endure",,,,
14-250-415-1,suii1243,Sui,1806,laŋ.4,Phonemic,"begin, beginning",,,,
14-250-415-3,suii1243,Sui,1806,ca:u.4,Phonemic,"begin, beginning",,,,
14-250-415-5,suii1243,Sui,1806,sau.3 ca.5,Phonemic,"begin, beginning",,,,
14-240-415-1,suii1243,Sui,425,ʔda:n.5,Phonemic,"retard, delay",,,,
14-230-415-1,suii1243,Sui,754,san.4 sut.7,Phonemic,"hasten, hurry",,,,
14-220-415-1,suii1243,Sui,701,fa:n.1,Phonemic,slow,,,,
14-210-415-1,suii1243,Sui,1631,hoi.5,Phonemic,"swift, fast, quick",,,,
14-190-415-1,suii1243,Sui,1963,ta:m.1 si.2,Phonemic,immediately,,,,
14-190-415-3,suii1243,Sui,1963,ma.6 sa:ŋ.1,Phonemic,immediately,,,,
14-180-415-1,suii1243,Sui,1376,na:i.6,Phonemic,now,,,,
14-180-415-3,suii1243,Sui,1376,si.2 na:i.6,Phonemic,now,,,,
14-170-415-1,suii1243,Sui,477,fe.1,Phonemic,late,,,,
14-160-415-1,suii1243,Sui,672,ham.1,Phonemic,early,,,,
14-160-415-3,suii1243,Sui,672,qo.3,Phonemic,early,,,,
14-150-415-1,suii1243,Sui,1229,la:u.4,Phonemic,old,,,,
14-150-415-3,suii1243,Sui,1229,qa:u.5,Phonemic,old,,,,
14-140-415-1,suii1243,Sui,1207,ruŋ.5,Phonemic,young,,,,
14-120-415-1,suii1243,Sui,1789,mbe.1,Phonemic,age,,,,
14-130-415-1,suii1243,Sui,1231,mhai.5,Phonemic,new,,,,
14-110-415-1,suii1243,Sui,892,si.2 ta:i.2,Phonemic,time,,,,
13-440-415-1,suii1243,Sui,417,ha:m.1 pai.1,Phonemic,three times,,,,
13-420-415-1,suii1243,Sui,1859,tik.7 ha:m.1,Phonemic,third,,,,
13-420-415-3,suii1243,Sui,1859,ti.6 ha:m.1,Phonemic,third,,,,
13-380-415-1,suii1243,Sui,1546,ɣa.2 pai.1,Phonemic,two times,,,,
13-380-415-3,suii1243,Sui,1546,ćot.8,Phonemic,two times,,,,
13-370-415-1,suii1243,Sui,1888,cau.6,Phonemic,pair,,,,
13-360-415-1,suii1243,Sui,1384,tik.7 ńi.6,Phonemic,second,,,,
13-360-415-3,suii1243,Sui,1384,ti.6 ńi.6,Phonemic,second,,,,
13-350-415-1,suii1243,Sui,1529,ton.4 lən.2,Phonemic,last,,,,
13-350-415-3,suii1243,Sui,1529,haŋ.2 lən.2,Phonemic,last,,,,
13-340-415-1,suii1243,Sui,728,tik.7 ʔjət.7,Phonemic,first,,,,
13-340-415-3,suii1243,Sui,728,ti.6 ʔjət.7,Phonemic,first,,,,
13-330-415-1,suii1243,Sui,1580,la:u.3,Phonemic,"alone, only",,,,
13-240-415-1,suii1243,Sui,816,pa:n.5,Phonemic,half,,,,
13-240-415-3,suii1243,Sui,816,ćot.8,Phonemic,half,,,,
13-230-415-1,suii1243,Sui,779,mbja:ŋ.5,Phonemic,"part, piece",,,,
13-220-415-1,suii1243,Sui,1624,hoŋ.1,Phonemic,empty,,,,
13-220-415-3,suii1243,Sui,1624,ɣo.2,Phonemic,empty,,,,
13-210-415-1,suii1243,Sui,1429,tik.7,Phonemic,full,,,,
13-210-415-3,suii1243,Sui,1429,pən.4,Phonemic,full,,,,
13-190-415-1,suii1243,Sui,2023,tau.2 zən.1,Phonemic,"multitude, crowd",,,,
13-181-415-1,suii1243,Sui,1241,ti.3 mbja:ŋ.5,Phonemic,some,,,,
13-170-415-1,suii1243,Sui,1242,sjeu.3,Phonemic,"little (quantity), few",,,,
13-180-415-1,suii1243,Sui,1881,tum.4,Phonemic,enough,,,,
13-160-415-1,suii1243,Sui,1992,fai.3,Phonemic,more,,,,
13-160-415-3,suii1243,Sui,1992,to.1 fai.3,Phonemic,more,,,,
13-150-415-1,suii1243,Sui,1198,kuŋ.2,Phonemic,"much, many",,,,
13-150-415-3,suii1243,Sui,1198,to.1,Phonemic,"much, many",,,,
13-140-415-1,suii1243,Sui,98,liu.4,Phonemic,"every, all",,,,
13-107-415-1,suii1243,Sui,1420,jai.5,Phonemic,count,,,,
13-106-415-1,suii1243,Sui,1843,śen.1,Phonemic,thousand,,,,
13-105-415-1,suii1243,Sui,1634,pek.7,Phonemic,hundred,,,,
13-104-415-1,suii1243,Sui,1710,ńi.6 sup.8,Phonemic,twenty,,,,
13-103-415-1,suii1243,Sui,1709,sup.8 ŋo.4,Phonemic,fifteen,,,,
13-102-415-1,suii1243,Sui,1707,sup.8 ńi.6,Phonemic,twelve,,,,
13-101-415-1,suii1243,Sui,1706,sup.8 ʔjət.7,Phonemic,eleven,,,,
13-100-415-1,suii1243,Sui,1515,sup.8,Phonemic,ten,,,,
13-90-415-1,suii1243,Sui,1483,ću.3,Phonemic,nine,,,,
13-80-415-1,suii1243,Sui,1705,pa:t.7,Phonemic,eight,,,,
13-70-415-1,suii1243,Sui,1704,śat.7,Phonemic,seven,,,,
13-60-415-1,suii1243,Sui,1703,ljok.8,Phonemic,six,,,,
13-50-415-1,suii1243,Sui,493,ŋo.4,Phonemic,five,,,,
13-40-415-1,suii1243,Sui,1500,śi.5,Phonemic,four,,,,
13-20-415-1,suii1243,Sui,1498,ɣa.2,Phonemic,two,,,,
13-20-415-3,suii1243,Sui,1498,ńi.6,Phonemic,two,,,,
13-30-415-1,suii1243,Sui,492,ha:m.1,Phonemic,three,,,,
13-10-415-1,suii1243,Sui,1493,to.2,Phonemic,one,,,,
13-10-415-3,suii1243,Sui,1493,ʔjət.7,Phonemic,one,,,,
13-10-415-5,suii1243,Sui,1493,ti.3,Phonemic,one,,,,
13-0-415-1,suii1243,Sui,1294,lin.4,Phonemic,"zero, nothing",,,,
13-0-415-3,suii1243,Sui,1294,me.2,Phonemic,"zero, nothing",,,,
12-930-415-1,suii1243,Sui,1264,pjen.5,Phonemic,change,,,,
12-920-415-1,suii1243,Sui,1558,cup.7,Phonemic,"like, similar",,,,
12-920-415-3,suii1243,Sui,1558,taŋ.6,Phonemic,"like, similar",,,,
12-840-415-1,suii1243,Sui,1048,śen.1 thja:u.4,Phonemic,line,,,,
12-850-415-1,suii1243,Sui,1667,khoŋ.3,Phonemic,hole,,,,
12-850-415-3,suii1243,Sui,1667,qa:m.1,Phonemic,hole,,,,
12-830-415-1,suii1243,Sui,1845,ćhiu.4,Phonemic,"sphere, ball",,,,
12-810-415-1,suii1243,Sui,1395,qom.6 lom.6,Phonemic,round,,,,
12-820-415-1,suii1243,Sui,1467,lam.1,Phonemic,circle,,,,
12-780-415-1,suii1243,Sui,850,ljom.3,Phonemic,square,,,,
12-780-415-3,suii1243,Sui,850,fa:ŋ.1,Phonemic,square,,,,
12-770-415-1,suii1243,Sui,1367,liu.5,Phonemic,cross,,,,
12-760-415-1,suii1243,Sui,192,pa:u.1,Phonemic,corner,,,,
12-750-415-1,suii1243,Sui,1071,qhau.1,Phonemic,hook,,,,
12-740-415-1,suii1243,Sui,297,ćau.1,Phonemic,crooked,,,,
12-730-415-1,suii1243,Sui,1404,śaŋ.2,Phonemic,straight,,,,
12-710-415-1,suii1243,Sui,1633,pjeŋ.2,Phonemic,flat,,,,
12-680-415-1,suii1243,Sui,193,ʔdjai.5,Phonemic,shallow,,,,
12-670-415-1,suii1243,Sui,1593,ʔjam.1,Phonemic,deep,,,,
12-650-415-1,suii1243,Sui,2249,ʔba:ŋ.1,Phonemic,thin (in dimension),,,,
12-630-415-1,suii1243,Sui,1244,ʔna.1,Phonemic,thick (in dimension),,,,
12-620-415-1,suii1243,Sui,1267,ʔnjap.7,Phonemic,narrow,,,,
12-610-415-1,suii1243,Sui,1243,fa:ŋ.3,Phonemic,"wide, broad",,,,
12-590-415-1,suii1243,Sui,1645,ndin.3,Phonemic,short,,,,
12-580-415-1,suii1243,Sui,711,wa:ŋ.1,Phonemic,tall,,,,
12-570-415-1,suii1243,Sui,1203,ʔɣa:i.3,Phonemic,long,,,,
12-570-415-3,suii1243,Sui,1203,tjaŋ.1,Phonemic,long,,,,
12-560-415-1,suii1243,Sui,1246,ti.3,Phonemic,"small, little",,,,
12-550-415-1,suii1243,Sui,1202,la:u.4,Phonemic,"large, big",,,,
12-541-415-1,suii1243,Sui,81,sa:p.7,Phonemic,"span, fathom",,,,
12-540-415-1,suii1243,Sui,1506,tu.3 ta:k.8,Phonemic,measure,,,,
12-540-415-3,suii1243,Sui,1506,nhi.3,Phonemic,measure,,,,
12-530-415-1,suii1243,Sui,479,tom.5,Phonemic,grow,,,,
12-530-415-3,suii1243,Sui,479,hum.3,Phonemic,grow,,,,
12-480-415-1,suii1243,Sui,1595,na:n.4,Phonemic,south,,,,
12-470-415-1,suii1243,Sui,1598,pak.7,Phonemic,north,,,,
12-470-415-3,suii1243,Sui,1598,pe.2,Phonemic,north,,,,
12-460-415-1,suii1243,Sui,1817,ʔwa:ŋ.5 nda.1 wan.1 tok.7,Phonemic,west,,,,
12-460-415-3,suii1243,Sui,1817,si.3,Phonemic,west,,,,
12-450-415-1,suii1243,Sui,1877,ʔwa:ŋ.1 nda.1 wan.1 ʔuk.7,Phonemic,east,,,,
12-450-415-3,suii1243,Sui,1877,tuŋ.3,Phonemic,east,,,,
12-430-415-1,suii1243,Sui,1942,phjai.5,Phonemic,near (adv),,,,
12-430-415-3,suii1243,Sui,1942,ʔdi.1,Phonemic,near (adv),,,,
12-420-415-1,suii1243,Sui,244,ʔwa:ŋ.5 si.4,Phonemic,left (side),,,,
12-410-415-1,suii1243,Sui,1019,ʔwa:ŋ.5 fa.1,Phonemic,right (side),,,,
12-370-415-1,suii1243,Sui,1093,tum.3 ta.5,Phonemic,"middle, center",,,,
12-360-415-1,suii1243,Sui,682,ʔwa:ŋ.5,Phonemic,side,,,,
12-353-415-1,suii1243,Sui,863,tjem.6,Phonemic,edge,,,,
12-352-415-1,suii1243,Sui,372,śa.1,Phonemic,pointed,,,,
12-350-415-1,suii1243,Sui,742,jut.7 ton.4,Phonemic,end,,,,
12-340-415-1,suii1243,Sui,690,te.3,Phonemic,bottom,,,,
