ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-320-507-1,darg1241,Dargwa (Kadar dialect),1852,зумале,CyrillTrans,often,,,zumale,Phonemic
14-310-507-1,darg1241,Dargwa (Kadar dialect),1676,мурталра,CyrillTrans,always,,,murtalra,Phonemic
14-290-507-1,darg1241,Dargwa (Kadar dialect),790,хІязирил,CyrillTrans,ready,,,ħaˁziril,Phonemic
14-280-507-1,darg1241,Dargwa (Kadar dialect),1928,кІабилцІес,CyrillTrans,"cease, stop",,,k’abilc’es,Phonemic
14-270-507-1,darg1241,Dargwa (Kadar dialect),1766,белгъас,CyrillTrans,finish,,,belɣas,Phonemic
14-260-507-1,darg1241,Dargwa (Kadar dialect),743,бегъас,CyrillTrans,end (temporal),,,beɣas,Phonemic
14-252-507-1,darg1241,Dargwa (Kadar dialect),1186,аргъабирес,CyrillTrans,"last, endure",,,arɣabires,Phonemic
14-250-507-1,darg1241,Dargwa (Kadar dialect),1806,бехІбихьес,CyrillTrans,"begin, beginning",,,"beħbix̌es, beħbix̌ni",Phonemic
14-250-507-3,darg1241,Dargwa (Kadar dialect),1806,бехІбихьни,CyrillTrans,"begin, beginning",,,"beħbix̌es, beħbix̌ni",Phonemic
14-240-507-1,darg1241,Dargwa (Kadar dialect),425,кьанварес,CyrillTrans,"retard, delay",,,q’anwares,Phonemic
14-230-507-1,darg1241,Dargwa (Kadar dialect),754,гьалакьукІас,CyrillTrans,"hasten, hurry",,,halaq’uk’as,Phonemic
14-220-507-1,darg1241,Dargwa (Kadar dialect),701,рахІятил,CyrillTrans,slow,,,raħaˁtil,Phonemic
14-210-507-1,darg1241,Dargwa (Kadar dialect),1631,гьалакил,CyrillTrans,"swift, fast, quick",,,halakil,Phonemic
14-190-507-1,darg1241,Dargwa (Kadar dialect),1963,буссагІят,CyrillTrans,immediately,,,bussaʕaˁt,Phonemic
14-180-507-1,darg1241,Dargwa (Kadar dialect),1376,гьине,CyrillTrans,now,,,hine,Phonemic
14-170-507-1,darg1241,Dargwa (Kadar dialect),477,кьая,CyrillTrans,late,,,q’aya,Phonemic
14-160-507-1,darg1241,Dargwa (Kadar dialect),672,урхьу савла,CyrillTrans,early,,,urx̌u sawla,Phonemic
14-150-507-1,darg1241,Dargwa (Kadar dialect),1229,ухъна,CyrillTrans,old,,,uqna,Phonemic
14-140-507-1,darg1241,Dargwa (Kadar dialect),1207,жагьил,CyrillTrans,young,,,žahil,Phonemic
14-120-507-1,darg1241,Dargwa (Kadar dialect),1789,дусме,CyrillTrans,age,,,"dusme, ʕaˁmru, ganzil zaman",Phonemic
14-120-507-3,darg1241,Dargwa (Kadar dialect),1789,гІямру,CyrillTrans,age,,,"dusme, ʕaˁmru, ganzil zaman",Phonemic
14-120-507-5,darg1241,Dargwa (Kadar dialect),1789,ганзил заман,CyrillTrans,age,,,"dusme, ʕaˁmru, ganzil zaman",Phonemic
14-130-507-1,darg1241,Dargwa (Kadar dialect),1231,сагай,CyrillTrans,new,,,sagay,Phonemic
14-110-507-1,darg1241,Dargwa (Kadar dialect),892,заман,CyrillTrans,time,,,zaman,Phonemic
13-440-507-1,darg1241,Dargwa (Kadar dialect),417,хІяйналра,CyrillTrans,three times,,,ħaˁynalra,Phonemic
13-420-507-1,darg1241,Dargwa (Kadar dialect),1859,хІябасил,CyrillTrans,third,,,ħaˁbasil,Phonemic
13-380-507-1,darg1241,Dargwa (Kadar dialect),1546,кIуйналра,CyrillTrans,two times,,,k’uynalra,Phonemic
13-370-507-1,darg1241,Dargwa (Kadar dialect),1888,жут,CyrillTrans,pair,,,žut,Phonemic
13-360-507-1,darg1241,Dargwa (Kadar dialect),1384,кІуесил,CyrillTrans,second,,,k’uyesil,Phonemic
13-350-507-1,darg1241,Dargwa (Kadar dialect),1529,арагъала,CyrillTrans,last,,,araɣala,Phonemic
13-340-507-1,darg1241,Dargwa (Kadar dialect),728,цаисил,CyrillTrans,first,,,caicil,Phonemic
13-330-507-1,darg1241,Dargwa (Kadar dialect),1580,ца,CyrillTrans,"alone, only",,,"ca, lewil ca",Phonemic
13-330-507-3,darg1241,Dargwa (Kadar dialect),1580,левил ца,CyrillTrans,"alone, only",,,"ca, lewil ca",Phonemic
13-240-507-1,darg1241,Dargwa (Kadar dialect),816,беркьу,CyrillTrans,half,,,berq’u,Phonemic
13-230-507-1,darg1241,Dargwa (Kadar dialect),779,пай,CyrillTrans,"part, piece",,,"pay, gesek",Phonemic
13-230-507-3,darg1241,Dargwa (Kadar dialect),779,гесек,CyrillTrans,"part, piece",,,"pay, gesek",Phonemic
13-220-507-1,darg1241,Dargwa (Kadar dialect),1624,бацІил,CyrillTrans,empty,,,bac’il,Phonemic
13-210-507-1,darg1241,Dargwa (Kadar dialect),1429,бицIибил,CyrillTrans,full,,,bic’ibil,Phonemic
13-190-507-1,darg1241,Dargwa (Kadar dialect),2023,дахъал,CyrillTrans,"multitude, crowd",,,daqal,Phonemic
13-181-507-1,darg1241,Dargwa (Kadar dialect),1241,ца-кІуел,CyrillTrans,some,,,ca-k’uyel,Phonemic
13-170-507-1,darg1241,Dargwa (Kadar dialect),1242,камил,CyrillTrans,"little (quantity), few",,,kamil,Phonemic
13-180-507-1,darg1241,Dargwa (Kadar dialect),1881,дигъур,CyrillTrans,enough,,,diɣur,Phonemic
13-160-507-1,darg1241,Dargwa (Kadar dialect),1992,гьатира дахъал,CyrillTrans,more,,,hatira daqal,Phonemic
13-150-507-1,darg1241,Dargwa (Kadar dialect),1198,дахъал,CyrillTrans,"much, many",,,daqal,Phonemic
13-140-507-1,darg1241,Dargwa (Kadar dialect),98,лертера,CyrillTrans,"every, all",,,lertera,Phonemic
13-107-507-1,darg1241,Dargwa (Kadar dialect),1420,умцес,CyrillTrans,count,,,umces,Phonemic
13-106-507-1,darg1241,Dargwa (Kadar dialect),1843,азир,CyrillTrans,thousand,,,azir,Phonemic
13-105-507-1,darg1241,Dargwa (Kadar dialect),1634,даршал,CyrillTrans,hundred,,,daršal,Phonemic
13-104-507-1,darg1241,Dargwa (Kadar dialect),1710,гъаял,CyrillTrans,twenty,,,ɣayal,Phonemic
13-103-507-1,darg1241,Dargwa (Kadar dialect),1709,яцІнушура,CyrillTrans,fifteen,,,yac’nušura,Phonemic
13-102-507-1,darg1241,Dargwa (Kadar dialect),1707,яцІнукІура,CyrillTrans,twelve,,,yac’nuk’ura,Phonemic
13-101-507-1,darg1241,Dargwa (Kadar dialect),1706,яцІнуцара,CyrillTrans,eleven,,,yac’nucara,Phonemic
13-100-507-1,darg1241,Dargwa (Kadar dialect),1515,яцІал,CyrillTrans,ten,,,yac’al,Phonemic
13-90-507-1,darg1241,Dargwa (Kadar dialect),1483,урчІебал,CyrillTrans,nine,,,urč’ebal,Phonemic
13-80-507-1,darg1241,Dargwa (Kadar dialect),1705,гахІал,CyrillTrans,eight,,,gaħal,Phonemic
13-70-507-1,darg1241,Dargwa (Kadar dialect),1704,ярхІал,CyrillTrans,seven,,,yarħal,Phonemic
13-60-507-1,darg1241,Dargwa (Kadar dialect),1703,урегал,CyrillTrans,six,,,uregal,Phonemic
13-50-507-1,darg1241,Dargwa (Kadar dialect),493,шуел,CyrillTrans,five,,,šuyel,Phonemic
13-40-507-1,darg1241,Dargwa (Kadar dialect),1500,ангъал,CyrillTrans,four,,,anɣal,Phonemic
13-20-507-1,darg1241,Dargwa (Kadar dialect),1498,кІуел,CyrillTrans,two,,,k’uyel,Phonemic
13-30-507-1,darg1241,Dargwa (Kadar dialect),492,хІябал,CyrillTrans,three,,,ħaˁbal,Phonemic
13-10-507-1,darg1241,Dargwa (Kadar dialect),1493,ца,CyrillTrans,one,,,ca,Phonemic
13-0-507-1,darg1241,Dargwa (Kadar dialect),1294,нол,CyrillTrans,"zero, nothing",,,nol,Phonemic
12-930-507-1,darg1241,Dargwa (Kadar dialect),1264,барсбирес,CyrillTrans,change,,,barsbires,Phonemic
12-920-507-1,darg1241,Dargwa (Kadar dialect),1558,мушуй,CyrillTrans,"like, similar",,,mušuy,Phonemic
12-840-507-1,darg1241,Dargwa (Kadar dialect),1048,тугъ,CyrillTrans,line,,,tuɣ,Phonemic
12-850-507-1,darg1241,Dargwa (Kadar dialect),1667,тІярхъи,CyrillTrans,hole,,,t’aˁrqi,Phonemic
12-830-507-1,darg1241,Dargwa (Kadar dialect),1845,журуга зат,CyrillTrans,"sphere, ball",,,žuruga zat,Phonemic
12-810-507-1,darg1241,Dargwa (Kadar dialect),1395,журуга,CyrillTrans,round,,,žuruga,Phonemic
12-820-507-1,darg1241,Dargwa (Kadar dialect),1467,мява,CyrillTrans,circle,,,maˁwa,Phonemic
12-780-507-1,darg1241,Dargwa (Kadar dialect),850,ангъдузан,CyrillTrans,square,,,anɣduzan,Phonemic
12-770-507-1,darg1241,Dargwa (Kadar dialect),1367,къанч,CyrillTrans,cross,,,Ganč,Phonemic
12-760-507-1,darg1241,Dargwa (Kadar dialect),192,муш,CyrillTrans,corner,,,muš,Phonemic
12-750-507-1,darg1241,Dargwa (Kadar dialect),1071,къармакъ,CyrillTrans,hook,,,GarmaG,Phonemic
12-740-507-1,darg1241,Dargwa (Kadar dialect),297,балкІа,CyrillTrans,crooked,,,balk’a,Phonemic
12-730-507-1,darg1241,Dargwa (Kadar dialect),1404,бархьил,CyrillTrans,straight,,,barx̌il,Phonemic
12-710-507-1,darg1241,Dargwa (Kadar dialect),1633,чІяпІил,CyrillTrans,flat,,,č’aˁp’il,Phonemic
12-680-507-1,darg1241,Dargwa (Kadar dialect),193,жимгІягил,CyrillTrans,shallow,,,žimʕaˁgil,Phonemic
12-670-507-1,darg1241,Dargwa (Kadar dialect),1593,мурхьил,CyrillTrans,deep,,,murx̌il,Phonemic
12-650-507-1,darg1241,Dargwa (Kadar dialect),2249,букІуй,CyrillTrans,thin (in dimension),,,buk’uy,Phonemic
12-630-507-1,darg1241,Dargwa (Kadar dialect),1244,бузил,CyrillTrans,thick (in dimension),,,buzil,Phonemic
12-620-507-1,darg1241,Dargwa (Kadar dialect),1267,гъярцІил,CyrillTrans,narrow,,,ɣaˁrc’il,Phonemic
12-610-507-1,darg1241,Dargwa (Kadar dialect),1243,бягІуй,CyrillTrans,"wide, broad",,,baˁʕuy,Phonemic
12-590-507-1,darg1241,Dargwa (Kadar dialect),1645,гъантІил,CyrillTrans,short,,,ɣant’il,Phonemic
12-580-507-1,darg1241,Dargwa (Kadar dialect),711,ухъенил,CyrillTrans,tall,,,uqenil,Phonemic
12-570-507-1,darg1241,Dargwa (Kadar dialect),1203,аргъай,CyrillTrans,long,,,arɣay,Phonemic
